frames,x1,y1,x2,y2,class
frame0,198,133,246,181,yellow_metal_sphere
frame0,297,49,336,95,purple_metal_cylinder
frame1,198,133,246,181,yellow_metal_sphere
frame1,297,49,336,95,purple_metal_cylinder
frame2,198,133,246,181,yellow_metal_sphere
frame2,297,49,336,95,purple_metal_cylinder
frame3,198,133,246,181,yellow_metal_sphere
frame3,297,49,336,95,purple_metal_cylinder
frame4,198,133,246,181,yellow_metal_sphere
frame4,297,49,336,95,purple_metal_cylinder
frame5,198,133,246,181,yellow_metal_sphere
frame5,297,49,336,95,purple_metal_cylinder
frame6,198,133,246,181,yellow_metal_sphere
frame6,297,49,336,96,purple_metal_cylinder
frame7,198,133,246,181,yellow_metal_sphere
frame7,297,49,336,95,purple_metal_cylinder
frame7,467,62,480,97,gray_metal_sphere
frame8,198,133,246,181,yellow_metal_sphere
frame8,297,49,336,95,purple_metal_cylinder
frame8,459,59,480,97,gray_metal_sphere
frame9,198,133,246,181,yellow_metal_sphere
frame9,297,49,336,95,purple_metal_cylinder
frame9,452,59,479,96,gray_metal_sphere
frame10,198,133,246,181,yellow_metal_sphere
frame10,297,49,336,95,purple_metal_cylinder
frame10,446,59,479,97,gray_metal_sphere
frame11,198,133,246,181,yellow_metal_sphere
frame11,297,49,335,95,purple_metal_cylinder
frame11,440,59,478,96,gray_metal_sphere
frame12,198,133,246,181,yellow_metal_sphere
frame12,297,49,335,95,purple_metal_cylinder
frame12,433,59,471,96,gray_metal_sphere
frame13,198,133,246,181,yellow_metal_sphere
frame13,427,59,465,96,gray_metal_sphere
frame13,297,49,335,95,purple_metal_cylinder
frame14,198,133,246,181,yellow_metal_sphere
frame14,297,49,335,95,purple_metal_cylinder
frame14,421,59,458,96,gray_metal_sphere
frame15,198,133,246,181,yellow_metal_sphere
frame15,297,49,335,95,purple_metal_cylinder
frame15,414,59,452,96,gray_metal_sphere
frame16,198,133,246,181,yellow_metal_sphere
frame16,408,59,445,96,gray_metal_sphere
frame16,297,49,335,95,purple_metal_cylinder
frame17,403,59,437,95,gray_metal_sphere
frame17,198,133,246,181,yellow_metal_sphere
frame17,298,49,335,94,purple_metal_cylinder
frame18,198,133,246,181,yellow_metal_sphere
frame18,396,58,431,96,gray_metal_sphere
frame18,298,49,335,95,purple_metal_cylinder
frame18,451,171,479,252,red_metal_cube
frame19,198,133,246,181,yellow_metal_sphere
frame19,298,49,335,94,purple_metal_cylinder
frame19,389,59,424,95,gray_metal_sphere
frame20,198,133,247,181,yellow_metal_sphere
frame20,297,49,336,95,purple_metal_cylinder
frame20,382,58,418,96,gray_metal_sphere
frame20,435,165,479,240,red_metal_cylinder
frame21,198,132,247,181,yellow_metal_sphere
frame21,297,49,335,95,purple_metal_cylinder
frame21,430,161,479,237,red_metal_cylinder
frame21,375,58,411,96,gray_metal_sphere
frame22,198,132,247,181,yellow_metal_sphere
frame22,422,158,479,232,red_metal_cylinder
frame22,297,49,336,96,purple_metal_cylinder
frame22,369,57,405,96,gray_metal_sphere
frame23,198,132,247,181,yellow_metal_sphere
frame23,296,49,336,96,purple_metal_cylinder
frame23,415,154,479,228,red_metal_cylinder
frame23,362,57,399,96,gray_metal_sphere
frame24,198,132,247,181,yellow_metal_sphere
frame24,409,151,473,224,red_metal_cylinder
frame24,356,57,392,96,gray_metal_sphere
frame24,297,48,335,96,purple_metal_cylinder
frame25,198,132,247,181,yellow_metal_sphere
frame25,403,148,467,219,red_metal_cylinder
frame25,297,48,335,96,purple_metal_cylinder
frame25,348,57,387,96,gray_metal_sphere
frame26,198,132,247,181,yellow_metal_sphere
frame26,344,57,380,96,gray_metal_sphere
frame26,397,145,459,216,red_metal_cylinder
frame26,297,48,335,96,purple_metal_cylinder
frame27,198,132,247,181,yellow_metal_sphere
frame27,338,56,374,96,gray_metal_sphere
frame27,391,141,453,212,red_metal_cylinder
frame27,297,48,334,96,purple_metal_cylinder
frame28,198,132,247,181,yellow_metal_sphere
frame28,330,55,369,96,gray_metal_sphere
frame28,386,138,446,207,red_metal_cylinder
frame28,296,48,334,96,purple_metal_cylinder
frame29,198,132,247,181,yellow_metal_sphere
frame29,380,135,440,204,red_metal_cylinder
frame29,329,55,366,96,gray_metal_sphere
frame29,292,48,330,96,purple_metal_cylinder
frame30,326,56,364,95,gray_metal_sphere
frame30,198,132,247,181,yellow_metal_sphere
frame30,375,133,434,201,red_metal_cylinder
frame30,288,48,326,96,purple_metal_cylinder
frame31,198,132,247,181,yellow_metal_sphere
frame31,324,56,361,96,gray_metal_sphere
frame31,370,130,428,197,red_metal_cylinder
frame31,284,48,322,96,purple_metal_cylinder
frame32,198,132,247,181,yellow_metal_sphere
frame32,322,56,358,96,gray_metal_sphere
frame32,365,127,422,193,red_metal_cylinder
frame32,280,48,317,95,purple_metal_cylinder
frame32,0,0,8,21,cyan_rubber_sphere
frame33,361,125,416,191,red_metal_cylinder
frame33,198,132,247,181,yellow_metal_sphere
frame33,320,57,356,96,gray_metal_sphere
frame33,277,48,314,95,purple_metal_cylinder
frame33,0,0,10,22,cyan_rubber_sphere
frame34,198,132,247,181,yellow_metal_sphere
frame34,318,57,354,96,gray_metal_sphere
frame34,356,122,410,187,red_metal_cylinder
frame34,273,48,310,94,purple_metal_cylinder
frame34,0,0,11,23,cyan_rubber_sphere
frame35,198,132,247,181,yellow_metal_sphere
frame35,315,57,351,96,gray_metal_sphere
frame35,351,120,405,183,red_metal_cylinder
frame35,268,48,306,94,purple_metal_cylinder
frame35,0,0,13,24,cyan_rubber_sphere
frame36,198,132,246,181,yellow_metal_sphere
frame36,313,57,350,96,gray_metal_sphere
frame36,347,117,400,180,red_metal_cylinder
frame36,265,47,302,93,purple_metal_cylinder
frame36,0,0,14,25,cyan_rubber_sphere
frame37,341,115,395,178,red_metal_cylinder
frame37,198,133,246,181,yellow_metal_sphere
frame37,310,57,347,96,gray_metal_sphere
frame37,261,47,298,92,purple_metal_cylinder
frame37,0,0,15,25,cyan_rubber_sphere
frame38,308,57,345,96,gray_metal_sphere
frame38,198,133,246,181,yellow_metal_sphere
frame38,338,113,389,174,red_metal_cylinder
frame38,258,47,295,93,purple_metal_cylinder
frame38,0,0,17,26,cyan_rubber_sphere
frame39,307,58,343,96,gray_metal_sphere
frame39,198,133,246,181,yellow_metal_sphere
frame39,254,47,291,92,purple_metal_cylinder
frame39,333,111,384,171,red_metal_cylinder
frame39,0,0,19,28,cyan_rubber_sphere
frame40,197,132,246,181,yellow_metal_sphere
frame40,304,58,341,96,gray_metal_sphere
frame40,329,108,380,168,red_metal_cylinder
frame40,250,46,287,92,purple_metal_cylinder
frame40,0,0,22,28,cyan_rubber_sphere
frame41,197,132,247,182,yellow_metal_sphere
frame41,302,58,339,96,gray_metal_sphere
frame41,325,106,376,166,red_metal_cylinder
frame41,247,46,284,92,purple_metal_cylinder
frame41,0,0,25,29,cyan_rubber_sphere
frame42,300,58,337,96,gray_metal_sphere
frame42,197,132,247,182,yellow_metal_sphere
frame42,243,45,280,91,purple_metal_cylinder
frame42,321,104,371,163,red_metal_cylinder
frame42,0,1,26,30,cyan_rubber_sphere
frame43,298,58,334,96,gray_metal_sphere
frame43,197,133,247,181,yellow_metal_sphere
frame43,317,103,367,161,red_metal_cylinder
frame43,240,45,277,91,purple_metal_cylinder
frame43,0,2,27,30,cyan_rubber_sphere
frame44,296,58,332,96,gray_metal_sphere
frame44,198,133,247,181,yellow_metal_sphere
frame44,314,100,362,158,red_metal_cylinder
frame44,236,45,273,90,purple_metal_cylinder
frame44,1,3,29,32,cyan_rubber_sphere
frame45,294,58,330,96,gray_metal_sphere
frame45,197,133,247,182,yellow_metal_sphere
frame45,310,99,358,155,red_metal_cylinder
frame45,232,44,269,90,purple_metal_cylinder
frame45,3,5,31,32,cyan_rubber_sphere
frame46,291,59,328,96,gray_metal_sphere
frame46,197,133,247,182,yellow_metal_sphere
frame46,307,97,354,153,red_metal_cylinder
frame46,229,45,266,90,purple_metal_cylinder
frame46,4,5,33,33,cyan_rubber_sphere
frame47,289,59,326,96,gray_metal_sphere
frame47,197,132,247,182,yellow_metal_sphere
frame47,303,95,350,151,red_metal_cylinder
frame47,225,44,262,90,purple_metal_cylinder
frame47,6,6,35,33,cyan_rubber_sphere
frame48,286,58,323,97,gray_metal_sphere
frame48,197,133,247,182,yellow_metal_sphere
frame48,300,94,346,149,red_metal_cylinder
frame48,222,44,260,90,purple_metal_cylinder
frame48,8,7,37,34,cyan_rubber_sphere
frame49,284,59,321,97,gray_metal_sphere
frame49,296,91,342,147,red_metal_cylinder
frame49,197,133,247,182,yellow_metal_sphere
frame49,219,44,256,90,purple_metal_cylinder
frame49,10,7,39,35,cyan_rubber_sphere
frame50,283,59,320,97,gray_metal_sphere
frame50,198,133,247,182,yellow_metal_sphere
frame50,293,90,339,144,red_metal_cylinder
frame50,215,43,252,89,purple_metal_cylinder
frame50,11,9,41,36,cyan_rubber_sphere
frame51,280,59,317,97,gray_metal_sphere
frame51,198,133,247,181,yellow_metal_sphere
frame51,212,44,249,89,purple_metal_cylinder
frame51,290,89,334,142,red_metal_cylinder
frame51,13,9,42,37,cyan_rubber_sphere
frame52,278,59,315,96,gray_metal_sphere
frame52,198,133,247,181,yellow_metal_sphere
frame52,287,87,332,139,red_metal_cylinder
frame52,209,43,245,89,purple_metal_cylinder
frame52,15,10,45,37,cyan_rubber_sphere
frame53,276,59,313,96,gray_metal_sphere
frame53,284,86,327,138,red_metal_cylinder
frame53,198,133,247,181,yellow_metal_sphere
frame53,206,43,243,88,purple_metal_cylinder
frame53,17,10,46,38,cyan_rubber_sphere
frame54,273,59,310,96,gray_metal_sphere
frame54,198,133,246,181,yellow_metal_sphere
frame54,281,84,324,135,red_metal_cylinder
frame54,202,43,239,88,purple_metal_cylinder
frame54,19,11,49,40,cyan_rubber_sphere
frame55,271,59,308,96,gray_metal_sphere
frame55,198,133,246,181,yellow_metal_sphere
frame55,200,43,236,87,purple_metal_cylinder
frame55,278,83,321,133,red_metal_cylinder
frame55,21,12,50,40,cyan_rubber_sphere
frame56,269,60,306,95,gray_metal_sphere
frame56,198,133,246,181,yellow_metal_sphere
frame56,196,43,233,87,purple_metal_cylinder
frame56,275,81,318,131,red_metal_cylinder
frame56,23,12,52,41,cyan_rubber_sphere
frame57,267,60,303,95,gray_metal_sphere
frame57,199,133,246,181,yellow_metal_sphere
frame57,194,43,230,85,purple_metal_cylinder
frame57,273,81,314,129,red_metal_cylinder
frame57,25,13,54,41,cyan_rubber_sphere
frame58,265,60,302,93,gray_metal_sphere
frame58,199,133,246,181,yellow_metal_sphere
frame58,191,43,226,85,purple_metal_cylinder
frame58,270,79,311,127,red_metal_cylinder
frame58,27,14,56,42,cyan_rubber_sphere
frame59,263,60,299,91,gray_metal_sphere
frame59,199,133,245,180,yellow_metal_sphere
frame59,188,43,223,84,purple_metal_cylinder
frame59,267,78,308,125,red_metal_cylinder
frame59,29,15,58,43,cyan_rubber_sphere
frame60,199,133,245,180,yellow_metal_sphere
frame60,185,43,220,84,purple_metal_cylinder
frame60,261,60,296,90,gray_metal_sphere
frame60,31,16,60,44,cyan_rubber_sphere
frame60,265,76,305,123,red_metal_cylinder
frame61,199,133,245,180,yellow_metal_sphere
frame61,260,60,293,89,gray_metal_sphere
frame61,183,43,217,84,purple_metal_cylinder
frame61,263,75,302,121,red_metal_cylinder
frame61,33,16,62,45,cyan_rubber_sphere
frame62,180,43,214,84,purple_metal_cylinder
frame62,199,133,245,180,yellow_metal_sphere
frame62,258,61,292,87,gray_metal_sphere
frame62,260,73,299,119,red_metal_cylinder
frame62,35,17,64,45,cyan_rubber_sphere
frame63,199,133,244,180,yellow_metal_sphere
frame63,177,42,211,83,purple_metal_cylinder
frame63,37,18,66,46,cyan_rubber_sphere
frame63,258,73,296,117,red_metal_cylinder
frame63,256,61,289,85,gray_metal_sphere
frame64,199,133,244,180,yellow_metal_sphere
frame64,174,42,208,83,purple_metal_cylinder
frame64,39,18,68,47,cyan_rubber_sphere
frame64,255,72,293,116,red_metal_cylinder
frame64,254,61,286,86,gray_metal_sphere
frame65,199,133,244,180,yellow_metal_sphere
frame65,171,42,204,82,purple_metal_cylinder
frame65,253,72,291,114,red_metal_cylinder
frame65,41,19,70,48,cyan_rubber_sphere
frame65,253,61,284,84,gray_metal_sphere
frame66,199,133,244,180,yellow_metal_sphere
frame66,169,42,202,82,purple_metal_cylinder
frame66,43,20,72,49,cyan_rubber_sphere
frame66,251,72,287,114,red_metal_cylinder
frame66,250,60,283,83,gray_metal_sphere
frame67,199,133,245,180,yellow_metal_sphere
frame67,165,42,199,82,purple_metal_cylinder
frame67,247,60,281,83,gray_metal_sphere
frame67,45,21,74,50,cyan_rubber_sphere
frame67,249,72,286,114,red_metal_cylinder
frame68,199,133,244,180,yellow_metal_sphere
frame68,163,42,196,81,purple_metal_cylinder
frame68,244,59,278,84,gray_metal_sphere
frame68,248,71,285,114,red_metal_cylinder
frame68,48,22,77,51,cyan_rubber_sphere
frame69,199,133,245,180,yellow_metal_sphere
frame69,160,42,194,81,purple_metal_cylinder
frame69,243,59,276,83,gray_metal_sphere
frame69,49,22,79,51,cyan_rubber_sphere
frame69,245,71,282,114,red_metal_cylinder
frame70,199,133,245,180,yellow_metal_sphere
frame70,241,58,273,83,gray_metal_sphere
frame70,158,41,191,81,purple_metal_cylinder
frame70,243,70,280,114,red_metal_cylinder
frame70,51,23,81,52,cyan_rubber_sphere
frame71,155,41,189,81,purple_metal_cylinder
frame71,199,133,245,180,yellow_metal_sphere
frame71,241,70,278,114,red_metal_cylinder
frame71,237,57,271,82,gray_metal_sphere
frame71,54,24,83,53,cyan_rubber_sphere
frame72,236,56,269,82,gray_metal_sphere
frame72,199,133,245,180,yellow_metal_sphere
frame72,239,69,275,113,red_metal_cylinder
frame72,152,41,186,81,purple_metal_cylinder
frame72,56,24,85,54,cyan_rubber_sphere
frame73,199,133,245,180,yellow_metal_sphere
frame73,237,68,274,113,red_metal_cylinder
frame73,150,41,183,80,purple_metal_cylinder
frame73,58,25,87,55,cyan_rubber_sphere
frame73,233,55,267,82,gray_metal_sphere
