frames,x1,y1,x2,y2,class
frame0,97,145,148,197,gray_rubber_sphere
frame0,180,56,231,107,red_metal_cube
frame1,97,145,148,197,gray_rubber_sphere
frame1,180,56,231,107,red_metal_cube
frame2,97,145,148,197,gray_rubber_sphere
frame2,180,56,231,107,red_metal_cube
frame3,97,145,148,197,gray_rubber_sphere
frame3,180,56,231,107,red_metal_cube
frame4,97,145,148,197,gray_rubber_sphere
frame4,180,56,231,107,red_metal_cube
frame5,97,145,148,197,gray_rubber_sphere
frame5,180,56,231,107,red_metal_cube
frame6,97,145,148,197,gray_rubber_sphere
frame6,180,56,231,107,red_metal_cube
frame7,97,145,148,197,gray_rubber_sphere
frame7,180,56,231,107,red_metal_cube
frame8,97,145,148,197,gray_rubber_sphere
frame8,180,56,231,107,red_metal_cube
frame9,97,145,148,197,gray_rubber_sphere
frame9,180,56,231,107,red_metal_cube
frame10,97,145,148,197,gray_rubber_sphere
frame10,179,56,231,107,red_metal_cube
frame11,97,145,148,197,gray_rubber_sphere
frame11,179,56,231,107,red_metal_cube
frame12,97,145,148,197,gray_rubber_sphere
frame12,179,56,231,107,red_metal_cube
frame13,97,145,148,197,gray_rubber_sphere
frame13,180,56,231,107,red_metal_cube
frame14,97,145,148,197,gray_rubber_sphere
frame14,180,56,231,107,red_metal_cube
frame15,98,145,147,197,gray_rubber_sphere
frame15,180,56,231,107,red_metal_cube
frame16,98,145,147,197,gray_rubber_sphere
frame16,180,56,231,107,red_metal_cube
frame17,98,145,147,197,gray_rubber_sphere
frame17,180,56,231,107,red_metal_cube
frame18,98,145,147,197,gray_rubber_sphere
frame18,180,56,231,107,red_metal_cube
frame18,12,66,59,114,yellow_metal_cylinder
frame18,12,66,59,115,yellow_rubber_cylinder
frame19,98,145,147,197,gray_rubber_sphere
frame19,180,56,231,107,red_metal_cube
frame19,18,66,64,114,yellow_metal_cylinder
frame20,98,145,147,197,gray_rubber_sphere
frame20,180,56,231,107,red_metal_cube
frame20,25,65,71,114,yellow_metal_cylinder
frame21,98,145,147,197,gray_rubber_sphere
frame21,180,56,231,107,red_metal_cube
frame21,31,65,76,114,yellow_metal_cylinder
frame22,98,145,147,197,gray_rubber_sphere
frame22,180,56,231,106,red_metal_cube
frame22,38,65,82,113,yellow_metal_cylinder
frame23,98,145,147,197,gray_rubber_sphere
frame23,181,56,231,106,red_metal_cube
frame23,44,64,87,113,yellow_metal_cylinder
frame24,98,145,148,197,gray_rubber_sphere
frame24,181,56,231,106,red_metal_cube
frame24,50,63,93,113,yellow_metal_cylinder
frame25,98,145,148,197,gray_rubber_sphere
frame25,181,56,231,106,red_metal_cube
frame25,56,63,99,112,yellow_metal_cylinder
frame26,98,145,148,197,gray_rubber_sphere
frame26,181,56,231,106,red_metal_cube
frame26,62,63,105,111,yellow_metal_cylinder
frame27,98,145,148,197,gray_rubber_sphere
frame27,181,56,231,106,red_metal_cube
frame27,68,62,110,111,yellow_metal_cylinder
frame28,98,145,148,197,gray_rubber_sphere
frame28,73,62,116,110,yellow_metal_cylinder
frame28,181,56,231,106,red_metal_cube
frame29,98,145,148,197,gray_rubber_sphere
frame29,181,56,231,106,red_metal_cube
frame29,79,61,121,110,yellow_metal_cylinder
frame30,98,145,148,197,gray_rubber_sphere
frame30,181,57,231,106,red_metal_cube
frame30,85,62,127,109,yellow_metal_cylinder
frame31,98,145,148,197,gray_rubber_sphere
frame31,90,61,132,109,yellow_metal_cylinder
frame31,181,57,231,106,red_metal_cube
frame32,98,145,148,197,gray_rubber_sphere
frame32,181,57,231,106,red_metal_cube
frame32,96,61,137,109,yellow_metal_cylinder
frame33,98,145,148,197,gray_rubber_sphere
frame33,181,57,231,106,red_metal_cube
frame33,102,61,142,109,yellow_metal_cylinder
frame34,98,145,148,197,gray_rubber_sphere
frame34,108,61,147,108,yellow_metal_cylinder
frame34,181,57,231,106,red_metal_cube
frame35,98,145,148,197,gray_rubber_sphere
frame35,181,57,231,106,red_metal_cube
frame35,113,61,152,108,yellow_metal_cylinder
frame36,97,145,148,197,gray_rubber_sphere
frame36,181,57,231,106,red_metal_cube
frame36,119,61,158,108,yellow_metal_cylinder
frame37,97,145,148,197,gray_rubber_sphere
frame37,123,60,163,108,yellow_metal_cylinder
frame37,181,57,231,106,red_metal_cube
frame38,97,145,148,197,gray_rubber_sphere
frame38,128,60,169,108,yellow_metal_cylinder
frame38,180,56,231,106,red_metal_cube
frame39,97,145,148,197,gray_rubber_sphere
frame39,134,60,174,108,yellow_metal_cylinder
frame39,180,55,231,106,red_metal_cube
frame40,97,145,148,197,gray_rubber_sphere
frame40,139,59,178,107,yellow_metal_cylinder
frame40,181,55,231,107,red_metal_cube
frame41,97,145,148,197,gray_rubber_sphere
frame41,182,55,231,107,red_metal_cube
frame41,144,58,183,106,yellow_metal_cylinder
frame42,97,145,148,197,gray_rubber_sphere
frame42,147,57,184,105,yellow_metal_cylinder
frame42,183,54,233,106,red_metal_cube
frame43,97,145,148,197,gray_rubber_sphere
frame43,185,55,236,106,red_metal_cube
frame43,149,58,187,106,yellow_metal_cylinder
frame44,98,145,147,197,gray_rubber_sphere
frame44,188,55,239,106,red_metal_cube
frame44,150,56,188,106,yellow_metal_cylinder
frame45,98,145,147,197,gray_rubber_sphere
frame45,151,57,189,105,yellow_metal_cylinder
frame45,191,56,240,106,red_metal_cube
frame46,98,145,147,197,gray_rubber_sphere
frame46,152,58,191,105,yellow_metal_cylinder
frame46,195,55,243,106,red_metal_cube
frame47,98,145,147,197,gray_rubber_sphere
frame47,153,58,192,105,yellow_metal_cylinder
frame47,199,56,245,105,red_metal_cube
frame48,98,145,147,197,gray_rubber_sphere
frame48,155,58,193,105,yellow_metal_cylinder
frame48,202,56,248,105,red_metal_cube
frame49,98,145,147,197,gray_rubber_sphere
frame49,156,58,193,104,yellow_metal_cylinder
frame49,206,57,249,105,red_metal_cube
frame50,98,145,147,197,gray_rubber_sphere
frame50,157,58,194,103,yellow_metal_cylinder
frame50,210,57,250,104,red_metal_cube
frame51,98,145,147,197,gray_rubber_sphere
frame51,158,58,195,103,yellow_metal_cylinder
frame51,213,57,253,104,red_metal_cube
frame52,98,145,147,197,gray_rubber_sphere
frame52,159,58,196,103,yellow_metal_cylinder
frame52,216,58,255,103,red_metal_cube
frame53,98,145,147,197,gray_rubber_sphere
frame53,160,58,197,103,yellow_metal_cylinder
frame53,220,58,257,103,red_metal_cube
frame54,98,145,147,196,gray_rubber_sphere
frame54,161,58,198,103,yellow_metal_cylinder
frame54,223,59,261,103,red_metal_cube
frame55,98,145,147,196,gray_rubber_sphere
frame55,162,58,199,102,yellow_metal_cylinder
frame55,225,59,263,102,red_metal_cube
frame56,98,146,147,196,gray_rubber_sphere
frame56,163,58,200,102,yellow_metal_cylinder
frame56,228,58,265,102,red_metal_cube
frame57,98,146,147,196,gray_rubber_sphere
frame57,164,58,201,102,yellow_metal_cylinder
frame57,232,59,267,102,red_metal_cube
frame58,98,146,147,196,gray_rubber_sphere
frame58,165,57,202,102,yellow_metal_cylinder
frame58,235,58,271,102,red_metal_cube
frame59,98,146,147,196,gray_rubber_sphere
frame59,165,57,202,102,yellow_metal_cylinder
frame59,237,59,273,102,red_metal_cube
frame60,98,146,147,196,gray_rubber_sphere
frame60,167,57,204,102,yellow_metal_cylinder
frame60,240,58,276,102,red_metal_cube
frame61,98,146,147,196,gray_rubber_sphere
frame61,168,57,204,102,yellow_metal_cylinder
frame61,241,58,279,102,red_metal_cube
frame62,98,146,147,196,gray_rubber_sphere
frame62,168,57,205,101,yellow_metal_cylinder
frame62,244,58,281,102,red_metal_cube
frame63,98,146,147,196,gray_rubber_sphere
frame63,169,57,205,101,yellow_metal_cylinder
frame63,247,58,285,102,red_metal_cube
frame64,98,146,147,196,gray_rubber_sphere
frame64,170,57,206,101,yellow_metal_cylinder
frame64,248,58,287,102,red_metal_cube
frame65,98,146,147,196,gray_rubber_sphere
frame65,171,57,207,101,yellow_metal_cylinder
frame65,251,58,290,102,red_metal_cube
frame66,98,146,147,196,gray_rubber_sphere
frame66,171,57,207,101,yellow_metal_cylinder
frame66,253,58,292,102,red_metal_cube
frame67,172,57,208,101,yellow_metal_cylinder
frame67,98,146,147,196,gray_rubber_sphere
frame67,255,58,294,102,red_metal_cube
frame68,173,57,209,101,yellow_metal_cylinder
frame68,98,146,147,196,gray_rubber_sphere
frame68,258,58,297,102,red_metal_cube
frame69,98,146,147,196,gray_rubber_sphere
frame69,174,56,210,101,yellow_metal_cylinder
frame69,260,57,299,102,red_metal_cube
frame70,98,146,147,196,gray_rubber_sphere
frame70,174,56,211,100,yellow_metal_cylinder
frame70,262,58,302,103,red_metal_cube
frame71,98,146,147,196,gray_rubber_sphere
frame71,175,56,211,100,yellow_metal_cylinder
frame71,264,58,304,102,red_metal_cube
frame72,98,146,147,196,gray_rubber_sphere
frame72,175,56,211,100,yellow_metal_cylinder
frame72,265,58,307,102,red_metal_cube
frame73,98,146,147,196,gray_rubber_sphere
frame73,176,56,212,100,yellow_metal_cylinder
frame73,268,58,309,102,red_metal_cube
frame74,98,146,147,196,gray_rubber_sphere
frame74,176,56,213,100,yellow_metal_cylinder
