frames,x1,y1,x2,y2,class
frame0,78,81,121,129,red_rubber_cylinder
frame0,324,42,357,77,brown_rubber_sphere
frame0,163,85,207,138,red_metal_cube
frame1,78,81,121,129,red_rubber_cylinder
frame1,324,42,357,77,brown_rubber_sphere
frame1,163,85,207,138,red_metal_cube
frame2,78,81,121,129,red_rubber_cylinder
frame2,324,42,357,77,brown_rubber_sphere
frame2,163,85,207,138,red_metal_cube
frame3,78,81,121,129,red_rubber_cylinder
frame3,324,42,357,77,brown_rubber_sphere
frame3,163,85,207,138,red_metal_cube
frame4,78,81,121,129,red_rubber_cylinder
frame4,324,42,357,77,brown_rubber_sphere
frame4,163,85,207,138,red_metal_cube
frame5,78,81,121,129,red_rubber_cylinder
frame5,324,42,357,77,brown_rubber_sphere
frame5,163,85,207,138,red_metal_cube
frame6,78,81,121,129,red_rubber_cylinder
frame6,324,42,357,77,brown_rubber_sphere
frame6,163,85,207,138,red_metal_cube
frame7,77,81,121,129,red_rubber_cylinder
frame7,324,42,357,77,brown_rubber_sphere
frame7,163,85,207,138,red_metal_cube
frame8,77,81,121,129,red_rubber_cylinder
frame8,324,42,357,77,brown_rubber_sphere
frame8,163,85,207,138,red_metal_cube
frame9,78,81,121,129,red_rubber_cylinder
frame9,324,42,357,77,brown_rubber_sphere
frame9,163,85,207,138,red_metal_cube
frame10,78,81,121,129,red_rubber_cylinder
frame10,324,42,357,77,brown_rubber_sphere
frame10,163,85,207,138,red_metal_cube
frame11,78,81,121,129,red_rubber_cylinder
frame11,324,42,357,77,brown_rubber_sphere
frame11,163,85,207,138,red_metal_cube
frame12,78,81,121,129,red_rubber_cylinder
frame12,324,42,357,77,brown_rubber_sphere
frame12,163,85,207,138,red_metal_cube
frame13,78,81,121,129,red_rubber_cylinder
frame13,324,42,357,77,brown_rubber_sphere
frame13,163,85,207,138,red_metal_cube
frame14,78,81,121,129,red_rubber_cylinder
frame14,324,42,357,77,brown_rubber_sphere
frame14,163,85,207,138,red_metal_cube
frame15,78,81,121,129,red_rubber_cylinder
frame15,324,42,357,77,brown_rubber_sphere
frame15,163,85,207,138,red_metal_cube
frame16,78,81,121,129,red_rubber_cylinder
frame16,324,42,357,77,brown_rubber_sphere
frame16,163,85,207,138,red_metal_cube
frame17,78,81,121,129,red_rubber_cylinder
frame17,324,42,357,77,brown_rubber_sphere
frame17,163,85,207,138,red_metal_cube
frame18,77,80,121,129,red_rubber_cylinder
frame18,324,42,357,77,brown_rubber_sphere
frame18,162,85,207,138,red_metal_cube
frame19,77,80,121,129,red_rubber_cylinder
frame19,324,42,357,77,brown_rubber_sphere
frame19,162,85,207,138,red_metal_cube
frame20,77,80,121,129,red_rubber_cylinder
frame20,324,42,357,77,brown_rubber_sphere
frame20,162,85,207,138,red_metal_cube
frame21,77,80,121,129,red_rubber_cylinder
frame21,324,42,357,77,brown_rubber_sphere
frame21,162,85,207,138,red_metal_cube
frame22,77,81,121,129,red_rubber_cylinder
frame22,324,42,357,77,brown_rubber_sphere
frame22,163,85,207,138,red_metal_cube
frame23,77,81,121,129,red_rubber_cylinder
frame23,324,42,357,77,brown_rubber_sphere
frame23,163,85,207,138,red_metal_cube
frame23,0,201,42,292,gray_rubber_cube
frame24,77,81,121,129,red_rubber_cylinder
frame24,324,42,357,77,brown_rubber_sphere
frame24,163,85,207,138,red_metal_cube
frame25,77,81,121,129,red_rubber_cylinder
frame25,324,42,357,77,brown_rubber_sphere
frame25,163,85,207,138,red_metal_cube
frame26,77,80,121,129,red_rubber_cylinder
frame26,324,42,357,77,brown_rubber_sphere
frame26,163,85,207,138,red_metal_cube
frame26,0,187,26,276,yellow_rubber_cube
frame27,77,80,121,129,red_rubber_cylinder
frame27,324,42,357,77,brown_rubber_sphere
frame27,163,86,207,138,red_metal_cube
frame27,0,183,30,270,yellow_rubber_cube
frame28,77,81,121,129,red_rubber_cylinder
frame28,324,42,357,77,brown_rubber_sphere
frame28,163,86,207,138,red_metal_cube
frame28,0,181,37,266,yellow_rubber_cube
frame29,77,81,121,129,red_rubber_cylinder
frame29,324,42,357,77,brown_rubber_sphere
frame29,163,86,207,138,red_metal_cube
frame29,0,177,42,260,yellow_rubber_cube
frame30,77,81,121,129,red_rubber_cylinder
frame30,324,42,357,77,brown_rubber_sphere
