frames,x1,y1,x2,y2,class
frame0,296,118,359,186,cyan_rubber_cube
frame0,99,78,138,117,brown_rubber_sphere
frame1,296,118,359,186,cyan_rubber_cube
frame1,99,78,138,117,brown_rubber_sphere
frame2,296,118,359,186,cyan_rubber_cube
frame2,99,78,138,117,brown_rubber_sphere
frame3,296,118,359,186,cyan_rubber_cube
frame3,99,78,138,117,brown_rubber_sphere
frame4,296,118,359,186,cyan_rubber_cube
frame4,99,78,138,117,brown_rubber_sphere
frame5,296,118,359,186,cyan_rubber_cube
frame5,99,78,138,117,brown_rubber_sphere
frame6,296,118,359,186,cyan_rubber_cube
frame6,99,78,138,117,brown_rubber_sphere
frame7,296,118,359,186,cyan_rubber_cube
frame7,99,77,138,118,brown_rubber_sphere
frame8,296,118,359,186,cyan_rubber_cube
frame8,98,77,138,119,brown_rubber_sphere
frame8,0,130,22,193,gray_rubber_cube
frame9,296,118,359,186,cyan_rubber_cube
frame9,98,77,139,119,brown_rubber_sphere
frame9,0,129,27,195,gray_rubber_cube
frame10,296,118,359,186,cyan_rubber_cube
frame10,98,77,139,119,brown_rubber_sphere
frame10,1,128,35,197,gray_rubber_cube
frame11,296,118,359,186,cyan_rubber_cube
frame11,98,77,138,119,brown_rubber_sphere
frame11,0,129,42,201,gray_rubber_cube
frame12,0,130,50,199,gray_rubber_cube
frame12,296,118,359,186,cyan_rubber_cube
frame12,98,77,138,119,brown_rubber_sphere
frame13,0,131,59,199,gray_rubber_cube
frame13,296,118,359,186,cyan_rubber_cube
frame13,98,77,139,119,brown_rubber_sphere
frame14,0,131,65,201,gray_rubber_cube
frame14,295,118,359,186,cyan_rubber_cube
frame14,98,77,139,119,brown_rubber_sphere
frame14,53,288,124,320,yellow_rubber_sphere
frame15,0,132,73,201,gray_rubber_cube
frame15,295,118,359,186,cyan_rubber_cube
frame15,98,77,139,119,brown_rubber_sphere
frame15,59,278,135,320,yellow_rubber_sphere
frame16,5,132,81,202,gray_rubber_cube
frame16,295,118,359,186,cyan_rubber_cube
frame16,98,77,139,119,brown_rubber_sphere
frame16,66,271,140,320,yellow_rubber_sphere
frame17,13,133,88,203,gray_rubber_cube
frame17,294,118,359,186,cyan_rubber_cube
frame17,98,77,139,119,brown_rubber_sphere
frame17,72,263,143,320,yellow_rubber_sphere
frame18,294,118,359,186,cyan_rubber_cube
frame18,20,133,96,204,gray_rubber_cube
frame18,98,77,138,118,brown_rubber_sphere
frame18,79,255,149,320,yellow_rubber_sphere
frame19,27,133,104,204,gray_rubber_cube
frame19,86,247,154,319,yellow_rubber_sphere
frame19,294,118,359,186,cyan_rubber_cube
frame19,98,77,138,119,brown_rubber_sphere
frame20,91,241,159,311,yellow_rubber_sphere
frame20,293,118,359,187,cyan_rubber_cube
frame20,34,134,110,205,gray_rubber_cube
frame20,98,77,138,118,brown_rubber_sphere
frame21,97,234,164,301,yellow_rubber_sphere
frame21,43,135,118,206,gray_rubber_cube
frame21,293,118,359,187,cyan_rubber_cube
frame21,98,77,139,118,brown_rubber_sphere
frame22,103,228,168,294,yellow_rubber_sphere
frame22,50,135,126,207,gray_rubber_cube
frame22,293,118,359,187,cyan_rubber_cube
frame22,98,77,139,118,brown_rubber_sphere
frame23,107,221,172,287,yellow_rubber_sphere
frame23,57,136,133,208,gray_rubber_cube
frame23,293,117,360,187,cyan_rubber_cube
frame23,98,77,139,118,brown_rubber_sphere
frame24,64,138,139,208,gray_rubber_cube
frame24,113,215,176,279,yellow_rubber_sphere
frame24,294,117,360,187,cyan_rubber_cube
frame24,98,77,139,118,brown_rubber_sphere
frame25,72,138,146,209,gray_rubber_cube
frame25,118,209,180,272,yellow_rubber_sphere
frame25,294,117,360,187,cyan_rubber_cube
frame25,98,76,139,118,brown_rubber_sphere
frame26,80,138,153,210,gray_rubber_cube
frame26,294,118,360,186,cyan_rubber_cube
frame26,98,76,139,118,brown_rubber_sphere
frame26,124,203,183,265,yellow_rubber_sphere
frame27,86,138,160,210,gray_rubber_cube
frame27,294,118,360,186,cyan_rubber_cube
frame27,98,76,139,118,brown_rubber_sphere
frame27,128,197,188,259,yellow_rubber_sphere
frame28,133,192,191,252,yellow_rubber_sphere
frame28,93,139,167,211,gray_rubber_cube
frame28,294,118,360,186,cyan_rubber_cube
frame28,98,76,140,118,brown_rubber_sphere
frame29,100,139,173,210,gray_rubber_cube
frame29,136,187,194,247,yellow_rubber_sphere
frame29,294,118,360,186,cyan_rubber_cube
frame29,98,76,139,118,brown_rubber_sphere
frame30,107,139,181,210,gray_rubber_cube
frame30,141,181,198,240,yellow_rubber_sphere
frame30,295,118,360,186,cyan_rubber_cube
frame30,98,77,139,119,brown_rubber_sphere
frame30,456,30,480,69,gray_rubber_cube
frame31,114,140,186,209,gray_rubber_cube
frame31,145,177,201,235,yellow_rubber_sphere
frame31,295,118,360,186,cyan_rubber_cube
frame31,98,77,139,119,brown_rubber_sphere
frame31,455,31,479,70,gray_rubber_cube
frame32,119,139,189,206,gray_rubber_cube
frame32,152,174,207,231,yellow_rubber_sphere
frame32,98,77,139,119,brown_rubber_sphere
frame32,295,118,360,186,cyan_rubber_cube
frame32,454,32,480,72,gray_rubber_cube
frame33,159,172,214,228,yellow_rubber_sphere
frame33,124,138,192,209,gray_rubber_cube
frame33,295,118,360,186,cyan_rubber_cube
frame33,98,77,139,119,brown_rubber_sphere
frame33,453,34,480,73,gray_rubber_cube
frame34,166,170,222,227,yellow_rubber_sphere
frame34,131,138,192,206,gray_rubber_cube
frame34,295,117,361,187,cyan_rubber_cube
frame34,98,77,139,119,brown_rubber_sphere
frame34,452,35,479,74,gray_rubber_cube
frame35,173,167,228,224,yellow_rubber_sphere
frame35,133,137,192,202,gray_rubber_cube
frame35,98,77,139,119,brown_rubber_sphere
frame35,295,118,361,186,cyan_rubber_cube
frame35,451,36,479,76,gray_rubber_cube
frame36,181,165,235,221,yellow_rubber_sphere
frame36,133,134,200,199,gray_rubber_cube
frame36,98,77,139,119,brown_rubber_sphere
frame36,295,118,361,186,cyan_rubber_cube
frame36,450,38,479,78,gray_rubber_cube
frame37,188,163,241,218,yellow_rubber_sphere
frame37,134,132,203,199,gray_rubber_cube
frame37,98,77,138,118,brown_rubber_sphere
frame37,296,118,361,186,cyan_rubber_cube
frame37,449,39,479,79,gray_rubber_cube
frame38,195,161,247,216,yellow_rubber_sphere
frame38,136,129,206,198,gray_rubber_cube
frame38,98,77,138,118,brown_rubber_sphere
frame38,296,119,359,186,cyan_rubber_cube
frame38,449,41,480,80,gray_rubber_cylinder
frame38,448,41,479,80,gray_rubber_cube
frame39,201,159,253,213,yellow_rubber_sphere
frame39,141,128,207,195,gray_rubber_cube
frame39,98,77,138,118,brown_rubber_sphere
frame39,295,118,361,186,cyan_rubber_cube
frame39,448,42,480,81,gray_rubber_cylinder
frame40,145,127,209,193,gray_rubber_cube
frame40,208,157,259,211,yellow_rubber_sphere
frame40,98,77,138,118,brown_rubber_sphere
frame40,296,119,359,186,cyan_rubber_cube
frame40,447,43,480,83,gray_rubber_cylinder
frame41,151,126,210,192,gray_rubber_cube
frame41,214,156,265,209,yellow_rubber_sphere
frame41,98,77,138,118,brown_rubber_sphere
frame41,295,118,361,186,cyan_rubber_cube
frame41,446,45,480,85,gray_rubber_cylinder
frame42,157,126,210,187,gray_rubber_cube
frame42,221,153,271,207,yellow_rubber_sphere
frame42,98,77,138,118,brown_rubber_sphere
frame42,296,119,359,186,cyan_rubber_cube
frame42,444,45,479,86,gray_rubber_cylinder
frame43,157,125,211,185,gray_rubber_cube
frame43,226,151,276,204,yellow_rubber_sphere
frame43,98,77,138,118,brown_rubber_sphere
frame43,296,120,358,186,cyan_rubber_cube
frame43,443,47,479,88,gray_rubber_cylinder
frame44,157,122,215,183,gray_rubber_cube
frame44,232,150,282,201,yellow_rubber_sphere
frame44,98,77,138,118,brown_rubber_sphere
frame44,296,120,358,185,cyan_rubber_cube
frame44,443,48,479,89,gray_rubber_cylinder
frame45,158,120,220,184,gray_rubber_cube
frame45,239,148,287,199,yellow_rubber_sphere
frame45,98,77,138,118,brown_rubber_sphere
frame45,297,120,358,185,cyan_rubber_cube
frame45,442,50,480,91,gray_rubber_cylinder
frame46,159,119,223,182,gray_rubber_cube
frame46,244,146,293,197,yellow_rubber_sphere
frame46,297,120,358,185,cyan_rubber_cube
frame46,98,77,138,118,brown_rubber_sphere
frame46,441,52,480,92,gray_rubber_cylinder
frame47,161,117,226,181,gray_rubber_cube
frame47,250,144,297,194,yellow_rubber_sphere
frame47,298,120,358,185,cyan_rubber_cube
frame47,98,77,138,118,brown_rubber_sphere
frame47,441,53,480,94,gray_rubber_cylinder
frame48,165,115,228,179,gray_rubber_cube
frame48,256,141,303,192,yellow_rubber_sphere
frame48,300,119,358,185,cyan_rubber_cube
frame48,98,77,138,118,brown_rubber_sphere
frame48,439,54,479,96,gray_rubber_cylinder
frame49,167,114,230,177,gray_rubber_cube
frame49,300,119,358,185,cyan_rubber_cube
frame49,261,140,308,190,yellow_rubber_sphere
frame49,98,77,138,118,brown_rubber_sphere
frame49,438,54,478,97,gray_rubber_cylinder
frame50,171,113,231,175,gray_rubber_cube
frame50,299,119,361,184,cyan_rubber_cube
frame50,266,139,312,189,yellow_rubber_sphere
frame50,98,77,138,118,brown_rubber_sphere
frame50,437,56,478,99,gray_rubber_cylinder
frame51,175,112,232,173,gray_rubber_cube
frame51,300,117,363,184,cyan_rubber_cube
frame51,268,139,315,188,yellow_rubber_sphere
frame51,98,77,138,118,brown_rubber_sphere
frame51,435,57,478,100,gray_rubber_cylinder
frame52,178,111,232,170,gray_rubber_cube
frame52,301,117,365,182,cyan_rubber_cube
frame52,271,139,319,188,yellow_rubber_sphere
frame52,98,77,138,118,brown_rubber_sphere
frame52,433,59,477,103,gray_rubber_cylinder
frame53,304,115,367,180,cyan_rubber_cube
frame53,274,138,321,188,yellow_rubber_sphere
frame53,184,111,232,168,gray_rubber_cube
frame53,99,77,138,118,brown_rubber_sphere
frame53,432,60,477,104,gray_rubber_cylinder
frame54,308,115,368,178,cyan_rubber_cube
frame54,277,138,325,187,yellow_rubber_sphere
frame54,185,110,233,167,gray_rubber_cube
frame54,99,77,138,118,brown_rubber_sphere
frame54,431,61,477,106,gray_rubber_cylinder
frame55,311,114,368,175,cyan_rubber_cube
frame55,280,139,327,187,yellow_rubber_sphere
frame55,185,108,233,165,gray_rubber_cube
frame55,99,77,138,118,brown_rubber_sphere
frame55,430,63,476,108,gray_rubber_cylinder
frame56,186,107,236,163,gray_rubber_cube
frame56,283,138,330,186,yellow_rubber_sphere
frame56,315,114,368,174,cyan_rubber_cube
frame56,99,77,138,118,brown_rubber_sphere
frame56,429,64,475,109,gray_rubber_cylinder
frame57,287,138,333,186,yellow_rubber_sphere
frame57,187,106,240,163,gray_rubber_cube
frame57,319,113,368,173,cyan_rubber_cube
frame57,99,78,137,117,brown_rubber_sphere
frame57,429,65,474,110,gray_rubber_cylinder
frame58,188,104,243,162,gray_rubber_cube
frame58,320,111,369,171,cyan_rubber_cube
frame58,290,138,336,186,yellow_rubber_sphere
frame58,99,78,137,117,brown_rubber_sphere
frame58,428,66,473,112,gray_rubber_cylinder
frame59,189,102,244,161,gray_rubber_cube
frame59,320,110,371,170,cyan_rubber_cube
frame59,292,138,339,186,yellow_rubber_sphere
frame59,99,78,137,117,brown_rubber_sphere
frame59,427,68,472,114,gray_rubber_cylinder
frame60,320,108,375,169,cyan_rubber_cube
frame60,190,102,248,160,gray_rubber_cube
frame60,295,138,341,185,yellow_rubber_sphere
frame60,99,78,137,117,brown_rubber_sphere
frame60,425,69,471,115,gray_rubber_cylinder
frame61,192,100,249,158,gray_rubber_cube
frame61,320,107,376,168,cyan_rubber_cube
frame61,299,137,344,185,yellow_rubber_sphere
frame61,99,78,137,117,brown_rubber_sphere
frame61,425,71,471,117,gray_rubber_cylinder
frame62,194,99,252,157,gray_rubber_cube
frame62,321,107,379,167,cyan_rubber_cube
frame62,301,137,347,184,yellow_rubber_sphere
frame62,424,72,470,119,gray_rubber_cylinder
frame62,99,78,137,117,brown_rubber_sphere
frame63,323,106,381,166,cyan_rubber_cube
frame63,304,138,351,184,yellow_rubber_sphere
frame63,195,98,253,156,gray_rubber_cube
frame63,423,74,468,120,gray_rubber_cylinder
frame63,99,78,137,117,brown_rubber_sphere
frame64,198,96,255,155,gray_rubber_cube
frame64,325,104,382,163,cyan_rubber_cube
frame64,307,137,354,183,yellow_rubber_sphere
frame64,99,78,137,117,brown_rubber_sphere
frame64,422,76,467,121,gray_rubber_cylinder
frame65,310,137,357,183,yellow_rubber_sphere
frame65,200,96,256,153,gray_rubber_cube
frame65,326,103,385,160,cyan_rubber_cube
frame65,99,78,137,117,brown_rubber_sphere
frame65,421,77,467,124,gray_rubber_cylinder
frame66,201,95,257,152,gray_rubber_cube
frame66,327,103,386,158,cyan_rubber_cube
frame66,313,137,360,183,yellow_rubber_sphere
frame66,99,78,137,117,brown_rubber_sphere
frame66,420,78,465,126,gray_rubber_cylinder
frame67,418,79,465,127,gray_rubber_cylinder
frame67,204,95,259,150,gray_rubber_cube
frame67,316,136,363,182,yellow_rubber_sphere
frame67,329,102,387,157,cyan_rubber_cube
frame67,99,78,137,117,brown_rubber_sphere
frame68,206,93,260,149,gray_rubber_cube
frame68,417,82,464,128,gray_rubber_cylinder
frame68,332,101,388,156,cyan_rubber_cube
frame68,99,78,137,117,brown_rubber_sphere
frame68,319,135,366,182,yellow_rubber_sphere
frame69,207,92,261,148,gray_rubber_cube
frame69,417,83,463,131,gray_rubber_cylinder
