frames,x1,y1,x2,y2,class
frame0,163,174,223,250,brown_metal_cylinder
frame0,183,34,217,74,red_metal_cylinder
frame0,329,29,363,66,cyan_rubber_cylinder
frame1,163,174,223,250,brown_metal_cylinder
frame1,183,34,216,74,red_metal_cylinder
frame1,324,29,358,66,cyan_rubber_cylinder
frame2,163,174,223,250,brown_metal_cylinder
frame2,319,29,353,66,cyan_rubber_cylinder
frame2,183,35,216,74,red_metal_cylinder
frame3,163,174,223,250,brown_metal_cylinder
frame3,183,35,216,74,red_metal_cylinder
frame3,314,29,348,67,cyan_rubber_cylinder
frame4,163,174,223,250,brown_metal_cylinder
frame4,183,35,216,73,red_metal_cylinder
frame4,309,29,342,67,cyan_rubber_cylinder
frame4,69,0,98,25,yellow_rubber_cube
frame5,163,174,223,250,brown_metal_cylinder
frame5,304,30,338,67,cyan_rubber_cylinder
frame5,183,35,216,73,red_metal_cylinder
frame6,163,174,223,250,brown_metal_cylinder
frame6,299,30,332,68,cyan_rubber_cylinder
frame6,183,35,216,73,red_metal_cylinder
frame6,70,0,99,28,yellow_rubber_cylinder
frame7,163,174,223,250,brown_metal_cylinder
frame7,294,30,327,69,cyan_rubber_cylinder
frame7,183,35,216,73,red_metal_cylinder
frame7,71,0,100,29,yellow_rubber_cylinder
frame8,163,174,223,250,brown_metal_cylinder
frame8,183,35,216,73,red_metal_cylinder
frame8,289,30,322,69,cyan_rubber_cylinder
frame8,73,1,102,30,yellow_rubber_cylinder
frame9,163,174,223,250,brown_metal_cylinder
frame9,284,31,317,69,cyan_rubber_cylinder
frame9,183,35,216,73,red_metal_cylinder
frame9,74,2,103,31,yellow_rubber_cylinder
frame10,163,174,223,250,brown_metal_cylinder
frame10,183,35,216,73,red_metal_cylinder
frame10,279,31,311,69,cyan_rubber_cylinder
frame10,75,3,105,32,yellow_rubber_cylinder
frame11,163,174,223,250,brown_metal_cylinder
frame11,274,31,307,70,cyan_rubber_cylinder
frame11,184,35,216,73,red_metal_cylinder
frame11,76,4,105,34,yellow_rubber_cylinder
frame12,163,174,223,250,brown_metal_cylinder
frame12,269,33,302,70,cyan_rubber_cylinder
frame12,184,35,216,73,red_metal_cylinder
frame12,78,5,107,35,yellow_rubber_cylinder
frame13,163,174,223,250,brown_metal_cylinder
frame13,263,33,296,70,cyan_rubber_cylinder
frame13,184,36,216,73,red_metal_cylinder
frame13,79,6,108,36,yellow_rubber_cylinder
frame14,163,174,223,250,brown_metal_cylinder
frame14,259,34,291,71,cyan_rubber_cylinder
frame14,184,36,216,73,red_metal_cylinder
frame14,80,7,110,37,yellow_rubber_cylinder
frame15,163,174,223,250,brown_metal_cylinder
frame15,254,34,286,71,cyan_rubber_cylinder
frame15,184,36,216,73,red_metal_cylinder
frame15,81,8,111,38,yellow_rubber_cylinder
frame16,163,174,223,250,brown_metal_cylinder
frame16,249,34,281,71,cyan_rubber_cylinder
frame16,184,36,215,73,red_metal_cylinder
frame16,82,8,112,40,yellow_rubber_cylinder
frame17,163,174,223,250,brown_metal_cylinder
frame17,244,35,276,72,cyan_rubber_cylinder
frame17,184,35,216,73,red_metal_cylinder
frame17,83,10,113,41,yellow_rubber_cylinder
frame18,163,174,223,250,brown_metal_cylinder
frame18,239,35,271,72,cyan_rubber_cylinder
frame18,184,35,216,73,red_metal_cylinder
frame18,85,11,114,42,yellow_rubber_cylinder
frame19,163,174,223,250,brown_metal_cylinder
frame19,235,35,267,72,cyan_rubber_cylinder
frame19,184,35,216,73,red_metal_cylinder
frame19,86,11,116,43,yellow_rubber_cylinder
frame20,163,174,223,250,brown_metal_cylinder
frame20,229,35,262,73,cyan_rubber_cylinder
frame20,184,35,216,73,red_metal_cylinder
frame20,87,12,117,44,yellow_rubber_cylinder
frame21,163,174,223,250,brown_metal_cylinder
frame21,184,35,216,73,red_metal_cylinder
frame21,225,35,257,74,cyan_rubber_cylinder
frame21,88,13,118,45,yellow_rubber_cylinder
frame22,163,174,223,250,brown_metal_cylinder
frame22,220,36,252,74,cyan_rubber_cylinder
frame22,184,35,216,73,red_metal_cylinder
frame22,90,14,119,47,yellow_rubber_cylinder
frame23,215,35,248,74,cyan_rubber_cylinder
frame23,163,174,223,250,brown_metal_cylinder
frame23,183,35,215,74,red_metal_cylinder
frame23,91,15,121,48,yellow_rubber_cylinder
frame24,180,34,213,74,red_metal_cylinder
frame24,163,174,223,250,brown_metal_cylinder
frame24,213,36,246,75,cyan_rubber_cylinder
frame24,92,15,123,49,yellow_rubber_cylinder
frame25,163,174,223,250,brown_metal_cylinder
frame25,211,36,244,75,cyan_rubber_cylinder
frame25,176,34,209,73,red_metal_cylinder
frame25,93,17,124,50,yellow_rubber_cylinder
frame26,209,36,242,76,cyan_rubber_cylinder
frame26,163,174,223,250,brown_metal_cylinder
frame26,173,34,206,73,red_metal_cylinder
frame26,95,18,125,52,yellow_rubber_cylinder
frame27,163,174,223,250,brown_metal_cylinder
frame27,170,35,202,73,red_metal_cylinder
frame27,208,37,240,76,cyan_rubber_cylinder
frame27,96,19,126,53,yellow_rubber_cylinder
frame28,163,174,223,250,brown_metal_cylinder
frame28,166,35,198,73,red_metal_cylinder
frame28,206,37,239,76,cyan_rubber_cylinder
frame28,97,20,128,54,yellow_rubber_cylinder
frame29,163,174,223,250,brown_metal_cylinder
frame29,204,37,237,77,cyan_rubber_cylinder
frame29,98,21,129,55,yellow_rubber_cylinder
frame29,163,34,195,73,red_metal_cylinder
frame30,163,174,223,250,brown_metal_cylinder
frame30,159,35,191,73,red_metal_cylinder
frame30,100,22,130,56,yellow_rubber_cylinder
frame30,204,38,236,78,cyan_rubber_cylinder
frame31,156,35,187,73,red_metal_cylinder
frame31,163,174,223,250,brown_metal_cylinder
frame31,101,24,132,58,yellow_rubber_cylinder
frame31,202,38,235,78,cyan_rubber_cylinder
frame32,163,174,223,250,brown_metal_cylinder
frame32,152,35,184,73,red_metal_cylinder
frame32,102,24,133,59,yellow_rubber_cylinder
frame32,200,39,233,78,cyan_rubber_cylinder
frame33,163,174,223,250,brown_metal_cylinder
frame33,199,40,232,78,cyan_rubber_cylinder
frame33,149,35,180,72,red_metal_cylinder
frame33,103,25,135,60,yellow_rubber_cylinder
frame34,163,174,223,250,brown_metal_cylinder
frame34,145,35,177,73,red_metal_cylinder
frame34,198,40,231,79,cyan_rubber_cylinder
frame34,105,26,136,62,yellow_rubber_cylinder
frame35,163,174,223,250,brown_metal_cylinder
frame35,106,27,137,63,yellow_rubber_cylinder
frame35,196,40,229,79,cyan_rubber_cylinder
frame35,142,35,173,73,red_metal_cylinder
frame36,163,174,223,250,brown_metal_cylinder
frame36,107,28,138,65,yellow_rubber_cylinder
frame36,195,41,228,79,cyan_rubber_cylinder
frame36,138,34,170,73,red_metal_cylinder
frame37,109,29,138,66,yellow_rubber_cylinder
frame37,163,174,223,250,brown_metal_cylinder
frame37,193,41,227,80,cyan_rubber_cylinder
frame37,135,35,167,74,red_metal_cylinder
frame38,163,174,223,250,brown_metal_cylinder
frame38,109,29,139,67,yellow_rubber_cylinder
frame38,192,41,226,80,cyan_rubber_cylinder
frame38,132,35,165,73,red_metal_cylinder
frame39,163,174,223,250,brown_metal_cylinder
frame39,108,29,137,67,yellow_rubber_cylinder
frame39,190,41,225,81,cyan_rubber_cylinder
frame39,132,35,164,74,red_metal_cylinder
frame40,163,174,223,250,brown_metal_cylinder
frame40,106,29,136,67,yellow_rubber_cylinder
frame40,189,42,224,81,cyan_rubber_cylinder
frame40,131,36,163,75,red_metal_cylinder
frame41,105,29,135,67,yellow_rubber_cylinder
frame41,163,174,223,250,brown_metal_cylinder
frame41,188,42,222,81,cyan_rubber_cylinder
frame41,131,37,163,75,red_metal_cylinder
frame42,103,30,133,68,yellow_rubber_cylinder
frame42,163,174,223,250,brown_metal_cylinder
frame42,187,42,220,82,cyan_rubber_cylinder
frame42,131,38,163,76,red_metal_cylinder
frame43,163,174,223,250,brown_metal_cylinder
frame43,101,31,132,69,yellow_rubber_cylinder
frame43,186,42,219,82,cyan_rubber_cylinder
frame43,130,39,163,77,red_metal_cylinder
frame44,163,174,223,250,brown_metal_cylinder
frame44,99,32,130,70,yellow_rubber_cylinder
frame44,185,42,218,83,cyan_rubber_cylinder
frame44,130,39,163,78,red_metal_cylinder
frame45,98,32,128,70,yellow_rubber_cylinder
frame45,163,174,223,250,brown_metal_cylinder
frame45,183,42,217,83,cyan_rubber_cylinder
frame45,129,39,162,78,red_metal_cylinder
frame46,163,174,223,250,brown_metal_cylinder
frame46,96,32,127,71,yellow_rubber_cylinder
frame46,182,43,215,84,cyan_rubber_cylinder
frame46,129,40,162,79,red_metal_cylinder
frame47,163,174,223,250,brown_metal_cylinder
frame47,180,43,214,84,cyan_rubber_cylinder
frame47,94,32,125,71,yellow_rubber_cylinder
frame47,129,40,162,80,red_metal_cylinder
frame48,163,174,223,250,brown_metal_cylinder
frame48,179,43,213,84,cyan_rubber_cylinder
frame48,92,32,124,72,yellow_rubber_cylinder
frame48,129,42,162,82,red_metal_cylinder
frame49,163,174,223,250,brown_metal_cylinder
frame49,178,44,212,84,cyan_rubber_cylinder
frame49,129,42,162,82,red_metal_cylinder
frame49,90,33,123,72,yellow_rubber_cylinder
frame50,163,174,223,250,brown_metal_cylinder
frame50,176,44,211,85,cyan_rubber_cylinder
frame50,88,34,122,72,yellow_rubber_cylinder
frame50,129,43,162,83,red_metal_cylinder
frame51,163,174,223,250,brown_metal_cylinder
frame51,86,34,120,72,yellow_rubber_cylinder
frame51,129,44,162,84,red_metal_cylinder
frame51,175,45,210,85,cyan_rubber_cylinder
frame52,163,174,223,250,brown_metal_cylinder
frame52,175,45,208,86,cyan_rubber_cylinder
frame52,129,44,162,85,red_metal_cylinder
frame52,85,34,118,72,yellow_rubber_cylinder
frame53,163,174,223,250,brown_metal_cylinder
frame53,174,45,207,86,cyan_rubber_cylinder
frame53,128,45,162,86,red_metal_cylinder
