frames,x1,y1,x2,y2,class
frame0,135,130,191,197,blue_metal_cube
frame0,259,116,303,161,brown_rubber_sphere
frame0,334,63,373,108,green_rubber_cylinder
frame0,109,53,141,89,blue_metal_sphere
frame0,329,4,366,37,purple_metal_cube
frame1,135,130,191,197,blue_metal_cube
frame1,259,116,303,161,brown_rubber_sphere
frame1,334,62,373,108,green_rubber_cylinder
frame1,109,53,141,89,blue_metal_sphere
frame2,135,130,191,197,blue_metal_cube
frame2,259,116,303,161,brown_rubber_sphere
frame2,334,62,373,108,green_rubber_cylinder
frame2,109,53,141,89,blue_metal_sphere
frame2,325,6,363,38,purple_metal_cube
frame3,135,130,191,197,blue_metal_cube
frame3,259,116,303,161,brown_rubber_sphere
frame3,334,62,373,108,green_rubber_cylinder
frame3,109,53,141,89,blue_metal_sphere
frame3,324,7,361,40,purple_metal_cube
frame4,135,130,191,197,blue_metal_cube
frame4,259,116,303,161,brown_rubber_sphere
frame4,334,62,373,108,green_rubber_cylinder
frame4,109,53,141,89,blue_metal_sphere
frame5,135,130,191,197,blue_metal_cube
frame5,259,116,303,161,brown_rubber_sphere
frame5,334,62,373,108,green_rubber_cylinder
frame5,109,53,141,89,blue_metal_sphere
frame5,320,9,358,43,purple_metal_cube
frame6,135,130,191,197,blue_metal_cube
frame6,259,116,303,161,brown_rubber_sphere
frame6,334,62,373,108,green_rubber_cylinder
frame6,109,53,141,89,blue_metal_sphere
frame6,318,10,357,44,purple_metal_cube
frame7,135,130,191,197,blue_metal_cube
frame7,259,116,303,161,brown_rubber_sphere
frame7,334,62,373,108,green_rubber_cylinder
frame7,109,53,141,89,blue_metal_sphere
frame7,316,11,356,46,purple_metal_cube
frame8,135,130,191,197,blue_metal_cube
frame8,259,116,303,161,brown_rubber_sphere
frame8,334,62,373,108,green_rubber_cylinder
frame8,109,53,141,89,blue_metal_sphere
frame8,314,12,354,47,purple_metal_cube
frame9,135,130,191,197,blue_metal_cube
frame9,259,116,303,161,brown_rubber_sphere
frame9,334,62,373,108,green_rubber_cylinder
frame9,109,53,141,89,blue_metal_sphere
frame9,313,13,352,49,purple_metal_cube
frame10,135,130,191,197,blue_metal_cube
frame10,259,116,303,161,brown_rubber_sphere
frame10,334,62,373,108,green_rubber_cylinder
frame10,109,53,141,89,blue_metal_sphere
frame10,311,14,351,50,purple_metal_cube
frame11,135,130,191,197,blue_metal_cube
frame11,259,116,303,161,brown_rubber_sphere
frame11,334,62,373,108,green_rubber_cylinder
frame11,109,53,141,89,blue_metal_sphere
frame11,309,16,350,52,purple_metal_cube
frame12,135,130,191,197,blue_metal_cube
frame12,259,116,304,162,brown_rubber_sphere
frame12,334,62,373,108,green_rubber_cylinder
frame12,109,53,141,89,blue_metal_sphere
frame12,307,17,348,54,purple_metal_cube
