frames,x1,y1,x2,y2,class
frame0,18,45,63,92,gray_rubber_cube
frame0,51,157,105,211,red_rubber_sphere
frame1,18,48,64,94,gray_rubber_cube
frame1,51,157,106,211,red_rubber_sphere
frame2,19,49,65,96,gray_rubber_cube
frame2,51,157,105,211,red_rubber_sphere
frame3,18,52,66,98,gray_rubber_cube
frame3,51,157,105,211,red_rubber_sphere
frame4,19,54,67,101,gray_rubber_cube
frame4,51,157,105,211,red_rubber_sphere
frame5,19,56,67,103,gray_rubber_cube
frame5,52,157,105,211,red_rubber_sphere
frame6,18,58,67,107,gray_rubber_cube
frame6,52,157,105,211,red_rubber_sphere
frame7,52,157,105,211,red_rubber_sphere
frame7,20,60,68,108,gray_rubber_cube
frame8,20,62,68,111,gray_rubber_cube
frame8,52,157,105,211,red_rubber_sphere
frame9,20,65,69,114,gray_rubber_cube
frame9,52,157,105,211,red_rubber_sphere
frame10,20,66,69,116,gray_rubber_cube
frame10,52,157,105,211,red_rubber_sphere
frame11,19,68,70,120,gray_rubber_cube
frame11,52,157,105,211,red_rubber_sphere
frame12,20,70,71,122,gray_rubber_cube
frame12,52,157,105,211,red_rubber_sphere
frame13,20,73,72,124,gray_rubber_cube
frame13,52,157,105,211,red_rubber_sphere
frame14,20,75,73,127,gray_rubber_cube
frame14,52,157,105,211,red_rubber_sphere
frame15,20,78,73,131,gray_rubber_cube
frame15,52,157,105,211,red_rubber_sphere
frame16,20,79,73,133,gray_rubber_cube
frame16,52,158,105,211,red_rubber_sphere
frame17,21,82,74,135,gray_rubber_cube
frame17,52,158,105,211,red_rubber_sphere
frame18,21,85,74,138,gray_rubber_cube
frame18,52,157,105,210,red_rubber_sphere
frame19,21,87,74,140,gray_rubber_cube
frame19,52,157,105,210,red_rubber_sphere
frame20,21,90,75,144,gray_rubber_cube
frame20,52,157,105,210,red_rubber_sphere
frame21,21,92,75,146,gray_rubber_cube
frame21,52,158,105,210,red_rubber_sphere
frame22,22,95,76,149,gray_rubber_cube
frame22,52,158,105,210,red_rubber_sphere
