frames,x1,y1,x2,y2,class
frame0,94,82,139,133,purple_rubber_cylinder
frame0,131,134,184,198,green_rubber_cylinder
frame1,94,82,139,133,purple_rubber_cylinder
frame1,131,134,184,198,green_rubber_cylinder
frame2,94,82,139,133,purple_rubber_cylinder
frame2,131,134,184,198,green_rubber_cylinder
frame3,94,82,139,133,purple_rubber_cylinder
frame3,131,134,184,198,green_rubber_cylinder
frame4,94,82,139,133,purple_rubber_cylinder
frame4,131,134,184,198,green_rubber_cylinder
frame5,94,82,139,133,purple_rubber_cylinder
frame5,131,134,184,198,green_rubber_cylinder
frame6,94,82,139,133,purple_rubber_cylinder
frame6,131,134,184,198,green_rubber_cylinder
frame7,94,82,139,133,purple_rubber_cylinder
frame7,131,134,184,198,green_rubber_cylinder
frame8,94,82,139,133,purple_rubber_cylinder
frame8,131,134,184,198,green_rubber_cylinder
frame9,94,82,139,133,purple_rubber_cylinder
frame9,131,134,184,198,green_rubber_cylinder
frame10,94,82,139,133,purple_rubber_cylinder
frame10,131,134,184,198,green_rubber_cylinder
frame11,94,82,139,133,purple_rubber_cylinder
frame11,131,134,184,198,green_rubber_cylinder
frame12,94,82,139,133,purple_rubber_cylinder
frame12,131,134,184,198,green_rubber_cylinder
frame13,94,82,139,133,purple_rubber_cylinder
frame13,131,134,184,198,green_rubber_cylinder
frame14,94,82,139,133,purple_rubber_cylinder
frame14,131,134,184,198,green_rubber_cylinder
frame15,94,82,139,133,purple_rubber_cylinder
frame15,131,134,184,198,green_rubber_cylinder
frame16,94,82,139,133,purple_rubber_cylinder
frame16,131,134,184,198,green_rubber_cylinder
frame17,94,82,139,133,purple_rubber_cylinder
frame17,131,134,184,198,green_rubber_cylinder
frame18,94,82,139,133,purple_rubber_cylinder
frame18,131,134,184,198,green_rubber_cylinder
frame19,94,82,139,133,purple_rubber_cylinder
frame19,131,134,184,198,green_rubber_cylinder
frame20,94,82,139,133,purple_rubber_cylinder
frame20,131,134,184,198,green_rubber_cylinder
frame21,94,82,139,133,purple_rubber_cylinder
frame21,131,134,184,198,green_rubber_cylinder
frame22,94,82,139,133,purple_rubber_cylinder
frame22,131,134,184,198,green_rubber_cylinder
frame22,238,284,323,320,brown_rubber_cube
frame23,94,82,139,133,purple_rubber_cylinder
frame23,131,134,184,198,green_rubber_cylinder
frame23,230,276,319,320,brown_rubber_cube
frame24,94,82,139,133,purple_rubber_cylinder
frame24,131,134,184,198,green_rubber_cylinder
frame24,224,268,313,320,brown_rubber_cube
frame25,94,82,139,133,purple_rubber_cylinder
frame25,131,134,184,199,green_rubber_cylinder
frame25,216,257,308,320,brown_rubber_cube
frame26,94,82,139,133,purple_rubber_cylinder
frame26,131,134,185,199,green_rubber_cylinder
frame26,214,255,301,320,brown_rubber_cube
frame27,94,82,139,133,purple_rubber_cylinder
frame27,211,248,297,320,brown_rubber_cube
frame27,131,134,185,199,green_rubber_cylinder
frame28,94,82,139,133,purple_rubber_cylinder
frame28,206,243,292,320,brown_rubber_cube
frame28,131,134,185,199,green_rubber_cylinder
frame29,94,82,139,133,purple_rubber_cylinder
frame29,202,236,288,320,brown_rubber_cube
frame29,131,134,185,199,green_rubber_cylinder
frame30,94,82,139,133,purple_rubber_cylinder
frame30,199,232,284,320,brown_rubber_cube
frame30,131,134,185,199,green_rubber_cylinder
frame31,94,82,139,133,purple_rubber_cylinder
frame31,131,134,185,199,green_rubber_cylinder
frame31,194,227,279,320,brown_rubber_cube
frame32,94,82,139,133,purple_rubber_cylinder
frame32,191,222,275,318,brown_rubber_cube
frame32,131,134,185,199,green_rubber_cylinder
frame33,94,82,139,133,purple_rubber_cylinder
frame33,188,217,272,313,brown_rubber_cube
frame33,131,134,185,199,green_rubber_cylinder
frame34,94,81,139,133,purple_rubber_cylinder
frame34,184,213,269,307,brown_rubber_cube
frame34,131,134,185,199,green_rubber_cylinder
frame35,94,82,139,133,purple_rubber_cylinder
frame35,182,208,263,303,brown_rubber_cube
frame35,131,134,184,199,green_rubber_cylinder
frame36,94,82,139,133,purple_rubber_cylinder
frame36,180,204,260,297,brown_rubber_cube
frame36,131,134,184,199,green_rubber_cylinder
frame37,94,82,139,133,purple_rubber_cylinder
frame37,177,199,258,290,brown_rubber_cube
frame37,131,134,184,199,green_rubber_cylinder
frame38,94,82,139,133,purple_rubber_cylinder
frame38,131,134,184,199,green_rubber_cylinder
frame38,174,195,254,284,brown_rubber_cube
frame39,94,82,139,133,purple_rubber_cylinder
frame39,131,134,184,198,green_rubber_cylinder
frame39,171,191,250,279,brown_rubber_cube
frame40,94,82,139,133,purple_rubber_cylinder
frame40,131,134,183,198,green_rubber_cylinder
frame40,170,187,247,274,brown_rubber_cube
frame41,131,134,183,198,green_rubber_cylinder
frame41,94,82,139,133,purple_rubber_cylinder
frame41,167,184,243,269,brown_rubber_cube
frame42,94,82,139,133,purple_rubber_cylinder
frame42,131,133,183,198,green_rubber_cylinder
frame42,165,180,240,264,brown_rubber_cube
frame43,131,133,183,198,green_rubber_cylinder
frame43,94,82,139,133,purple_rubber_cylinder
frame43,163,176,237,259,brown_rubber_cube
frame44,131,133,183,198,green_rubber_cylinder
frame44,94,82,139,133,purple_rubber_cylinder
frame44,159,174,234,254,brown_rubber_cube
frame45,131,133,183,198,green_rubber_cylinder
frame45,94,82,139,133,purple_rubber_cylinder
frame45,158,169,231,250,brown_rubber_cube
frame46,132,133,183,198,green_rubber_cylinder
frame46,94,82,139,133,purple_rubber_cylinder
frame46,156,168,229,245,brown_rubber_cube
frame47,132,133,183,197,green_rubber_cylinder
frame47,94,82,139,133,purple_rubber_cylinder
frame47,154,164,226,241,brown_rubber_cube
frame48,132,133,183,197,green_rubber_cylinder
frame48,94,82,138,133,purple_rubber_cylinder
frame48,152,160,223,236,brown_rubber_cube
frame49,132,133,183,196,green_rubber_cylinder
frame49,151,157,220,234,brown_rubber_cube
frame49,94,82,138,133,purple_rubber_cylinder
frame50,132,133,183,195,green_rubber_cylinder
frame50,94,82,138,133,purple_rubber_cylinder
frame50,149,156,219,229,brown_rubber_cube
frame51,129,132,182,194,green_rubber_cylinder
frame51,94,82,139,133,purple_rubber_cylinder
frame51,148,152,220,227,brown_rubber_cube
frame52,94,82,139,133,purple_rubber_cylinder
frame52,127,132,181,194,green_rubber_cylinder
frame52,149,150,221,226,brown_rubber_cube
frame53,94,81,139,133,purple_rubber_cylinder
frame53,149,149,221,223,brown_rubber_cube
frame53,127,131,177,193,green_rubber_cylinder
frame54,150,146,220,221,brown_rubber_cube
frame54,125,131,176,193,green_rubber_cylinder
frame54,94,81,139,133,purple_rubber_cylinder
frame55,94,82,139,133,purple_rubber_cylinder
frame55,150,144,220,219,brown_rubber_cube
frame55,122,130,173,191,green_rubber_cylinder
frame56,151,142,221,216,brown_rubber_cube
frame56,94,82,139,133,purple_rubber_cylinder
frame56,120,129,170,190,green_rubber_cylinder
frame57,151,141,220,214,brown_rubber_cube
frame57,94,82,138,133,purple_rubber_cylinder
frame57,119,128,170,191,green_rubber_cylinder
frame58,152,139,220,213,brown_rubber_cube
frame58,94,82,138,133,purple_rubber_cylinder
frame58,117,127,169,190,green_rubber_cylinder
frame59,153,138,220,210,brown_rubber_cube
frame59,94,82,138,133,purple_rubber_cylinder
frame59,116,126,165,188,green_rubber_cylinder
frame60,155,136,219,208,brown_rubber_cube
frame60,115,126,163,187,green_rubber_cylinder
frame60,94,82,138,133,purple_rubber_cylinder
frame61,114,126,160,186,green_rubber_cylinder
frame61,156,135,218,206,brown_rubber_cube
frame61,94,82,138,133,purple_rubber_cylinder
frame62,112,126,159,185,green_rubber_cylinder
frame62,157,133,218,205,brown_rubber_cube
frame62,94,82,137,133,purple_rubber_cylinder
frame63,110,125,158,184,green_rubber_cylinder
frame63,157,132,217,203,brown_rubber_cube
frame63,94,82,137,133,purple_rubber_cylinder
frame64,158,132,217,201,brown_rubber_cube
frame64,94,82,137,133,purple_rubber_cylinder
frame64,109,124,157,183,green_rubber_cylinder
frame65,158,130,217,199,brown_rubber_cube
frame65,108,123,157,182,green_rubber_cylinder
frame65,94,82,137,132,purple_rubber_cylinder
frame66,158,129,217,198,brown_rubber_cube
frame66,107,122,155,181,green_rubber_cylinder
frame66,94,82,137,132,purple_rubber_cylinder
frame67,158,127,216,196,brown_rubber_cube
frame67,105,120,153,180,green_rubber_cylinder
frame67,94,81,137,132,purple_rubber_cylinder
frame68,158,127,216,193,brown_rubber_cube
frame68,104,120,152,180,green_rubber_cylinder
frame68,94,81,138,131,purple_rubber_cylinder
frame69,158,126,215,192,brown_rubber_cube
frame69,102,120,152,178,green_rubber_cylinder
frame69,94,81,138,130,purple_rubber_cylinder
frame70,159,125,215,191,brown_rubber_cube
frame70,102,119,150,177,green_rubber_cylinder
frame70,94,82,138,128,purple_rubber_cylinder
frame71,159,124,214,189,brown_rubber_cube
frame71,100,118,148,176,green_rubber_cylinder
frame71,94,82,138,127,purple_rubber_cylinder
frame72,98,116,147,175,green_rubber_cylinder
frame72,160,122,214,187,brown_rubber_cube
frame72,94,82,139,126,purple_rubber_cylinder
frame73,159,121,215,186,brown_rubber_cube
frame73,97,115,147,175,green_rubber_cylinder
frame73,94,82,139,125,purple_rubber_cylinder
frame74,158,120,216,186,brown_rubber_cube
frame74,95,115,146,174,green_rubber_cylinder
frame74,93,82,139,124,purple_rubber_cylinder
frame75,159,119,215,184,brown_rubber_cube
frame75,94,115,145,174,green_rubber_cylinder
frame75,93,82,139,124,purple_rubber_cylinder
frame76,159,117,215,182,brown_rubber_cube
frame76,93,114,144,173,green_rubber_cylinder
frame76,93,82,139,123,purple_rubber_cylinder
frame77,158,116,216,181,brown_rubber_cube
frame77,91,114,142,172,green_rubber_cylinder
frame77,93,82,139,123,purple_rubber_cylinder
frame78,158,115,216,180,brown_rubber_cube
frame78,90,113,141,172,green_rubber_cylinder
frame78,93,82,139,122,purple_rubber_cylinder
frame78,0,91,15,151,blue_metal_cylinder
frame79,158,114,217,179,brown_rubber_cube
frame79,89,113,141,171,green_rubber_cylinder
frame79,93,81,140,122,purple_rubber_cylinder
frame79,0,92,20,152,blue_metal_cylinder
frame80,88,112,140,171,green_rubber_cylinder
frame80,158,113,216,179,brown_rubber_cube
frame80,93,81,140,123,purple_rubber_cylinder
frame80,0,91,25,152,blue_metal_cylinder
frame80,0,92,23,153,blue_metal_cube
frame81,87,111,139,170,green_rubber_cylinder
frame81,158,112,216,177,brown_rubber_cube
frame81,93,82,140,124,purple_rubber_cylinder
frame81,0,91,29,155,blue_metal_cube
frame82,158,111,217,176,brown_rubber_cube
frame82,86,111,138,169,green_rubber_cylinder
frame82,93,81,140,125,purple_rubber_cylinder
frame82,0,92,33,155,blue_metal_cube
frame83,158,111,216,175,brown_rubber_cube
frame83,85,110,136,169,green_rubber_cylinder
frame83,0,91,39,156,blue_metal_cube
frame83,93,81,140,127,purple_rubber_cylinder
frame84,158,109,216,174,brown_rubber_cube
frame84,84,109,134,168,green_rubber_cylinder
frame84,94,82,140,127,purple_rubber_cylinder
frame84,0,91,43,156,blue_metal_cube
frame85,158,108,216,173,brown_rubber_cube
frame85,83,109,134,167,green_rubber_cylinder
frame85,94,82,140,128,purple_rubber_cylinder
frame85,0,91,47,155,blue_metal_cube
frame86,159,108,216,171,brown_rubber_cube
frame86,82,109,133,167,green_rubber_cylinder
frame86,94,82,140,128,purple_rubber_cylinder
frame86,0,92,51,154,blue_metal_cube
frame87,159,106,216,169,brown_rubber_cube
frame87,81,108,133,167,green_rubber_cylinder
frame87,94,82,140,129,purple_rubber_cylinder
frame87,1,91,57,155,blue_metal_cube
frame88,159,105,215,168,brown_rubber_cube
frame88,80,108,131,166,green_rubber_cylinder
frame88,94,82,140,129,purple_rubber_cylinder
frame88,4,91,61,155,blue_metal_cube
frame89,159,105,215,168,brown_rubber_cube
frame89,80,107,130,165,green_rubber_cylinder
frame89,94,82,140,130,purple_rubber_cylinder
frame89,8,91,63,152,blue_metal_cube
frame90,159,105,215,167,brown_rubber_cube
frame90,80,107,129,164,green_rubber_cylinder
frame90,95,82,140,130,purple_rubber_cylinder
frame90,13,92,68,152,blue_metal_cube
frame91,159,104,215,166,brown_rubber_cube
frame91,78,105,128,164,green_rubber_cylinder
frame91,95,82,140,131,purple_rubber_cylinder
frame91,17,91,72,152,blue_metal_cube
frame92,159,102,215,165,brown_rubber_cube
frame92,76,105,128,163,green_rubber_cylinder
frame92,95,82,139,131,purple_rubber_cylinder
frame92,21,91,75,151,blue_metal_cube
frame93,159,102,215,164,brown_rubber_cube
frame93,76,104,127,163,green_rubber_cylinder
frame93,96,82,139,131,purple_rubber_cylinder
frame93,26,90,79,151,blue_metal_cube
frame94,159,101,215,163,brown_rubber_cube
frame94,76,104,126,162,green_rubber_cylinder
frame94,96,82,139,132,purple_rubber_cylinder
frame94,30,91,81,150,blue_metal_cube
frame95,159,100,214,162,brown_rubber_cube
frame95,75,104,125,162,green_rubber_cylinder
frame95,97,81,139,132,purple_rubber_cylinder
frame95,34,90,83,150,blue_metal_cube
frame96,159,99,215,161,brown_rubber_cube
frame96,97,82,139,132,purple_rubber_cylinder
frame96,74,103,123,161,green_rubber_cylinder
frame96,38,90,86,148,blue_metal_cylinder
frame97,159,99,214,161,brown_rubber_cube
frame97,97,81,139,132,purple_rubber_cylinder
frame97,74,103,123,161,green_rubber_cylinder
frame98,158,98,215,160,brown_rubber_cube
frame98,97,81,139,132,purple_rubber_cylinder
frame98,72,103,122,161,green_rubber_cylinder
frame99,159,97,214,158,brown_rubber_cube
frame99,97,81,139,132,purple_rubber_cylinder
frame99,71,102,122,161,green_rubber_cylinder
frame99,49,89,97,145,blue_metal_cube
frame100,159,97,215,157,brown_rubber_cube
frame100,71,102,121,161,green_rubber_cylinder
frame100,97,80,140,132,purple_rubber_cylinder
frame100,51,89,98,144,blue_metal_cube
frame101,159,96,215,157,brown_rubber_cube
frame101,71,101,121,161,green_rubber_cylinder
frame101,98,79,141,132,purple_rubber_cylinder
frame101,52,89,98,142,blue_metal_cube
frame102,159,95,215,156,brown_rubber_cube
frame102,72,101,121,161,green_rubber_cylinder
frame102,99,79,144,132,purple_rubber_cylinder
frame102,51,88,102,140,blue_metal_cube
frame103,160,94,215,156,brown_rubber_cube
frame103,100,79,146,132,purple_rubber_cylinder
frame103,73,101,121,161,green_rubber_cylinder
frame103,52,88,104,140,blue_metal_cube
frame104,160,94,215,156,brown_rubber_cube
frame104,72,101,120,162,green_rubber_cylinder
frame104,104,78,148,132,purple_rubber_cylinder
frame104,53,88,105,139,blue_metal_cube
frame105,160,93,214,155,brown_rubber_cube
frame105,105,78,150,132,purple_rubber_cylinder
frame105,53,87,108,139,blue_metal_cube
frame105,73,101,120,162,green_rubber_cylinder
frame106,160,92,214,155,brown_rubber_cube
frame106,107,78,152,131,purple_rubber_cylinder
frame106,53,87,109,138,blue_metal_cube
frame106,73,103,120,162,green_rubber_cylinder
frame107,160,92,214,153,brown_rubber_cube
frame107,111,78,153,131,purple_rubber_cylinder
frame107,54,87,109,137,blue_metal_cube
frame107,73,103,120,162,green_rubber_cylinder
frame108,161,91,214,152,brown_rubber_cube
frame108,113,77,155,131,purple_rubber_cylinder
frame108,73,104,120,162,green_rubber_cylinder
frame108,54,85,110,137,blue_metal_cube
frame109,160,91,214,151,brown_rubber_cube
frame109,115,76,157,130,purple_rubber_cylinder
frame109,73,104,121,161,green_rubber_cylinder
frame109,55,85,110,136,blue_metal_cube
frame110,160,90,214,151,brown_rubber_cube
frame110,116,76,159,130,purple_rubber_cylinder
frame110,73,104,121,162,green_rubber_cylinder
frame110,55,84,115,136,blue_metal_cube
frame111,161,90,215,150,brown_rubber_cube
frame111,118,74,160,130,purple_rubber_cylinder
frame111,72,104,122,162,green_rubber_cylinder
frame111,56,84,116,135,blue_metal_cube
frame112,161,90,214,150,brown_rubber_cube
frame112,120,74,162,130,purple_rubber_cylinder
frame112,72,105,122,162,green_rubber_cylinder
frame112,56,84,117,133,blue_metal_cube
frame113,122,74,163,128,purple_rubber_cylinder
frame113,163,89,215,149,brown_rubber_cube
frame113,72,105,122,162,green_rubber_cylinder
frame113,56,83,117,133,blue_metal_cube
frame114,163,89,215,149,brown_rubber_cube
frame114,123,74,164,129,purple_rubber_cylinder
frame114,72,105,122,162,green_rubber_cylinder
frame114,57,83,121,133,blue_metal_cube
frame115,163,88,215,148,brown_rubber_cube
frame115,125,74,166,128,purple_rubber_cylinder
frame115,71,105,122,162,green_rubber_cylinder
frame115,58,83,121,132,blue_metal_cube
frame116,164,88,215,147,brown_rubber_cube
frame116,126,74,167,127,purple_rubber_cylinder
frame116,71,105,122,162,green_rubber_cylinder
frame116,59,83,122,131,blue_metal_cube
frame117,164,87,215,146,brown_rubber_cube
frame117,128,73,168,126,purple_rubber_cylinder
frame117,71,105,122,162,green_rubber_cylinder
frame117,59,82,122,130,blue_metal_cube
frame118,129,73,170,126,purple_rubber_cylinder
frame118,164,87,214,145,brown_rubber_cube
frame118,71,105,121,162,green_rubber_cylinder
frame118,60,82,122,129,blue_metal_cube
frame119,132,73,171,126,purple_rubber_cylinder
frame119,164,86,214,144,brown_rubber_cube
frame119,70,104,121,162,green_rubber_cylinder
frame119,61,82,123,128,blue_metal_cube
frame120,133,73,174,124,purple_rubber_cylinder
frame120,164,86,214,144,brown_rubber_cube
frame120,70,104,121,162,green_rubber_cylinder
frame121,134,73,176,124,purple_rubber_cylinder
frame121,164,86,214,144,brown_rubber_cube
frame121,70,105,121,162,green_rubber_cylinder
frame122,135,72,177,123,purple_rubber_cylinder
frame122,163,85,214,143,brown_rubber_cube
frame122,70,104,121,162,green_rubber_cylinder
frame123,136,72,178,123,purple_rubber_cylinder
frame123,163,85,214,143,brown_rubber_cube
frame123,70,104,121,162,green_rubber_cylinder
frame124,138,72,180,123,purple_rubber_cylinder
frame124,70,104,121,162,green_rubber_cylinder
frame124,164,85,214,143,brown_rubber_cube
frame125,139,71,181,123,purple_rubber_cylinder
frame125,71,105,121,162,green_rubber_cylinder
frame125,164,85,214,143,brown_rubber_cube
