frames,x1,y1,x2,y2,class
frame0,98,72,153,123,gray_rubber_cube
frame0,330,149,405,224,cyan_rubber_cube
frame0,224,78,260,115,gray_rubber_sphere
frame0,31,2,59,30,green_rubber_sphere
frame1,98,72,153,123,gray_rubber_cube
frame1,330,149,405,224,cyan_rubber_cube
frame1,224,78,260,115,gray_rubber_sphere
frame1,33,2,62,31,green_rubber_sphere
frame2,98,72,153,123,gray_rubber_cube
frame2,330,149,405,224,cyan_rubber_cube
frame2,224,78,260,115,gray_rubber_sphere
frame2,36,3,64,32,green_rubber_sphere
frame3,98,72,153,123,gray_rubber_cube
frame3,330,149,405,224,cyan_rubber_cube
frame3,224,78,260,115,gray_rubber_sphere
frame3,38,5,66,33,green_rubber_sphere
frame4,98,72,153,123,gray_rubber_cube
frame4,330,149,405,224,cyan_rubber_cube
frame4,224,78,260,115,gray_rubber_sphere
frame4,40,5,69,34,green_rubber_sphere
frame5,98,72,153,123,gray_rubber_cube
frame5,330,149,405,224,cyan_rubber_cube
frame5,224,78,260,116,gray_rubber_sphere
frame5,42,6,72,36,green_rubber_sphere
frame6,98,72,153,123,gray_rubber_cube
frame6,330,149,405,224,cyan_rubber_cube
frame6,224,78,260,116,gray_rubber_sphere
frame6,45,7,74,36,green_rubber_sphere
frame7,98,72,153,123,gray_rubber_cube
frame7,330,149,405,224,cyan_rubber_cube
frame7,224,78,260,116,gray_rubber_sphere
frame7,48,8,77,37,green_rubber_sphere
frame8,98,72,153,123,gray_rubber_cube
frame8,330,149,405,224,cyan_rubber_cube
frame8,224,78,260,116,gray_rubber_sphere
frame8,50,8,80,39,green_rubber_sphere
frame9,98,72,153,123,gray_rubber_cube
frame9,330,149,405,224,cyan_rubber_cube
frame9,224,78,260,116,gray_rubber_sphere
frame9,52,10,82,40,green_rubber_sphere
frame9,173,311,197,320,green_metal_sphere
frame10,98,72,153,123,gray_rubber_cube
frame10,330,149,405,224,cyan_rubber_cube
frame10,224,78,260,116,gray_rubber_sphere
frame10,55,10,85,41,green_rubber_sphere
frame11,98,72,153,123,gray_rubber_cube
frame11,330,149,405,224,cyan_rubber_cube
frame11,223,78,260,116,gray_rubber_sphere
frame11,58,11,87,42,green_rubber_sphere
frame12,98,72,154,123,gray_rubber_cube
frame12,330,149,405,224,cyan_rubber_cube
frame12,223,78,260,116,gray_rubber_sphere
frame12,59,12,90,43,green_rubber_sphere
frame13,98,72,154,123,gray_rubber_cube
frame13,330,149,405,224,cyan_rubber_cube
frame13,223,78,260,116,gray_rubber_sphere
frame13,63,13,93,45,green_rubber_sphere
frame14,98,72,154,123,gray_rubber_cube
frame14,330,149,405,224,cyan_rubber_cube
frame14,65,13,96,46,green_rubber_sphere
frame14,223,78,260,116,gray_rubber_sphere
frame15,97,72,154,123,gray_rubber_cube
frame15,330,149,405,224,cyan_rubber_cube
frame15,223,78,260,116,gray_rubber_sphere
frame15,68,14,99,47,green_rubber_sphere
frame16,97,72,154,123,gray_rubber_cube
frame16,330,149,405,224,cyan_rubber_cube
frame16,70,16,102,48,green_rubber_sphere
frame16,223,78,260,116,gray_rubber_sphere
frame17,98,72,154,123,gray_rubber_cube
frame17,73,16,104,48,green_rubber_sphere
frame17,330,149,405,224,cyan_rubber_cube
frame17,223,78,260,116,gray_rubber_sphere
frame18,98,72,153,123,gray_rubber_cube
frame18,330,149,405,224,cyan_rubber_cube
frame18,223,78,260,116,gray_rubber_sphere
frame18,76,18,107,49,green_rubber_sphere
frame19,98,72,153,123,gray_rubber_cube
frame19,79,18,110,50,green_rubber_sphere
frame19,330,149,405,224,cyan_rubber_cube
frame19,223,78,260,116,gray_rubber_sphere
frame19,154,233,244,320,green_metal_cube
frame20,98,72,153,123,gray_rubber_cube
frame20,82,19,113,52,green_rubber_sphere
frame20,330,149,405,224,cyan_rubber_cube
frame20,223,78,260,116,gray_rubber_sphere
frame20,154,225,245,320,green_metal_cube
frame21,98,72,153,123,gray_rubber_cube
frame21,84,20,116,53,green_rubber_sphere
frame21,330,149,405,224,cyan_rubber_cube
frame21,223,78,260,116,gray_rubber_sphere
frame21,0,126,23,174,green_metal_sphere
frame21,155,219,244,319,green_metal_cube
frame22,98,72,153,124,gray_rubber_cube
frame22,330,149,405,224,cyan_rubber_cube
frame22,223,78,260,116,gray_rubber_sphere
frame22,157,214,245,311,green_metal_cube
frame22,87,21,118,54,green_rubber_sphere
frame22,0,125,30,175,green_metal_sphere
frame23,98,72,153,123,gray_rubber_cube
frame23,90,22,122,54,green_rubber_sphere
frame23,160,209,244,303,green_metal_cube
frame23,330,149,405,224,cyan_rubber_cube
frame23,223,78,260,116,gray_rubber_sphere
frame23,0,125,39,174,green_metal_sphere
frame24,98,72,153,124,gray_rubber_cube
frame24,0,125,47,174,green_metal_sphere
frame24,331,149,405,224,cyan_rubber_cube
frame24,162,202,246,295,green_metal_cube
frame24,223,78,260,116,gray_rubber_sphere
frame24,93,24,125,55,green_rubber_sphere
frame25,98,72,153,124,gray_rubber_cube
frame25,163,198,245,288,green_metal_cube
frame25,96,25,127,57,green_rubber_sphere
frame25,331,149,405,224,cyan_rubber_cube
frame25,223,78,260,116,gray_rubber_sphere
frame25,5,125,55,173,green_metal_sphere
frame26,98,72,153,124,gray_rubber_cube
frame26,165,191,246,282,green_metal_cube
frame26,331,149,405,224,cyan_rubber_cube
frame26,99,25,131,58,green_rubber_sphere
frame26,14,125,63,173,green_metal_sphere
frame26,223,78,260,116,gray_rubber_sphere
frame27,98,72,153,124,gray_rubber_cube
frame27,22,124,72,173,green_metal_sphere
frame27,166,186,245,276,green_metal_cube
frame27,331,149,405,223,cyan_rubber_cube
frame27,102,26,134,59,green_rubber_sphere
frame27,223,78,260,116,gray_rubber_sphere
frame28,168,181,244,270,green_metal_cube
frame28,98,72,153,124,gray_rubber_cube
frame28,331,149,405,223,cyan_rubber_cube
frame28,105,28,136,60,green_rubber_sphere
frame28,223,78,260,116,gray_rubber_sphere
frame28,31,125,80,172,green_metal_sphere
frame29,99,72,153,124,gray_rubber_cube
frame29,170,177,245,264,green_metal_cube
frame29,39,124,87,172,green_metal_sphere
frame29,108,29,140,61,green_rubber_sphere
frame29,331,149,405,223,cyan_rubber_cube
frame29,223,78,260,116,gray_rubber_sphere
frame30,171,173,246,257,green_metal_cube
frame30,99,72,153,124,gray_rubber_cube
frame30,48,124,96,171,green_metal_sphere
frame30,331,149,405,223,cyan_rubber_cube
frame30,111,30,143,63,green_rubber_sphere
frame30,223,78,260,116,gray_rubber_sphere
frame31,99,72,153,124,gray_rubber_cube
frame31,173,169,247,252,green_metal_cube
frame31,114,31,146,64,green_rubber_sphere
frame31,331,149,404,223,cyan_rubber_cube
frame31,223,78,260,116,gray_rubber_sphere
frame31,56,125,104,171,green_metal_sphere
frame32,174,164,248,246,green_metal_cube
frame32,99,72,154,124,gray_rubber_cube
frame32,64,124,112,171,green_metal_sphere
frame32,331,149,404,223,cyan_rubber_cube
frame32,223,78,260,116,gray_rubber_sphere
frame32,117,32,150,65,green_rubber_sphere
frame33,176,161,248,241,green_metal_cube
frame33,98,72,154,124,gray_rubber_cube
frame33,120,33,152,66,green_rubber_sphere
frame33,73,124,121,170,green_metal_sphere
frame33,331,149,404,223,cyan_rubber_cube
frame33,223,78,261,117,gray_rubber_sphere
frame34,177,157,248,236,green_metal_cube
frame34,98,72,153,123,gray_rubber_cube
frame34,331,149,404,223,cyan_rubber_cube
frame34,223,78,261,117,gray_rubber_sphere
frame34,124,34,156,68,green_rubber_sphere
frame34,80,124,128,170,green_metal_sphere
frame35,178,153,249,231,green_metal_cube
frame35,98,72,153,122,gray_rubber_cube
frame35,89,124,135,169,green_metal_sphere
frame35,127,36,159,70,green_rubber_sphere
frame35,331,149,404,223,cyan_rubber_cube
frame35,223,78,261,117,gray_rubber_sphere
frame36,179,150,248,227,green_metal_cube
frame36,97,72,154,121,gray_rubber_cube
frame36,97,123,144,169,green_metal_sphere
frame36,130,37,162,71,green_rubber_sphere
frame36,223,78,261,117,gray_rubber_sphere
frame36,331,149,405,223,cyan_rubber_cube
frame37,181,146,249,222,green_metal_cube
frame37,98,72,154,121,gray_rubber_cube
frame37,133,37,166,72,green_rubber_sphere
