frames,x1,y1,x2,y2,class
frame0,333,166,391,238,cyan_metal_cylinder
frame0,394,133,451,204,red_metal_cube
frame1,333,166,391,238,cyan_metal_cylinder
frame1,394,133,451,204,red_metal_cube
frame2,333,166,391,238,cyan_metal_cylinder
frame2,394,132,451,204,red_metal_cube
frame3,333,166,391,238,cyan_metal_cylinder
frame3,394,133,451,204,red_metal_cube
frame4,333,166,391,238,cyan_metal_cylinder
frame4,394,133,451,204,red_metal_cube
frame5,333,166,391,238,cyan_metal_cylinder
frame5,394,133,451,204,red_metal_cube
frame6,333,166,391,238,cyan_metal_cylinder
frame6,394,133,451,204,red_metal_cube
frame7,333,166,391,238,cyan_metal_cylinder
frame7,394,133,451,204,red_metal_cube
frame8,333,166,391,238,cyan_metal_cylinder
frame8,394,133,451,204,red_metal_cube
frame9,333,166,391,238,cyan_metal_cylinder
frame9,394,133,451,204,red_metal_cube
frame10,333,166,391,238,cyan_metal_cylinder
frame10,394,133,451,204,red_metal_cube
frame11,333,166,391,238,cyan_metal_cylinder
frame11,394,133,451,204,red_metal_cube
frame12,333,166,391,238,cyan_metal_cylinder
frame12,394,133,451,204,red_metal_cube
frame13,333,166,391,238,cyan_metal_cylinder
frame13,394,133,451,204,red_metal_cube
frame14,333,166,391,238,cyan_metal_cylinder
frame14,394,133,451,204,red_metal_cube
frame15,333,165,391,238,cyan_metal_cylinder
frame15,394,132,451,204,red_metal_cube
frame16,333,165,391,238,cyan_metal_cylinder
frame16,394,132,451,204,red_metal_cube
frame17,333,165,392,238,cyan_metal_cylinder
frame17,394,132,451,204,red_metal_cube
frame17,235,281,308,320,cyan_rubber_sphere
frame18,333,165,392,238,cyan_metal_cylinder
frame18,394,132,451,204,red_metal_cube
frame18,240,274,311,320,cyan_rubber_sphere
frame19,333,165,392,238,cyan_metal_cylinder
frame19,394,132,451,205,red_metal_cube
frame19,247,266,317,320,cyan_rubber_sphere
frame20,333,165,392,238,cyan_metal_cylinder
frame20,394,132,451,205,red_metal_cube
frame20,252,259,322,320,cyan_rubber_sphere
frame21,333,165,392,238,cyan_metal_cylinder
frame21,394,132,451,205,red_metal_cube
frame21,257,253,327,320,cyan_rubber_sphere
frame22,333,165,392,238,cyan_metal_cylinder
frame22,263,246,331,317,cyan_rubber_sphere
frame22,394,132,451,205,red_metal_cube
frame23,333,165,392,238,cyan_metal_cylinder
frame23,267,240,336,311,cyan_rubber_sphere
frame23,393,132,451,205,red_metal_cube
frame24,333,165,392,237,cyan_metal_cylinder
frame24,272,234,340,304,cyan_rubber_sphere
frame24,393,132,451,205,red_metal_cube
frame25,333,165,391,237,cyan_metal_cylinder
frame25,278,228,343,297,cyan_rubber_sphere
frame25,394,132,451,205,red_metal_cube
frame26,334,165,391,237,cyan_metal_cylinder
frame26,281,223,348,290,cyan_rubber_sphere
frame26,394,132,451,205,red_metal_cube
