frames,x1,y1,x2,y2,class
frame0,161,41,192,72,cyan_rubber_sphere
frame0,227,91,266,129,brown_metal_sphere
frame0,232,52,267,93,red_rubber_cylinder
frame0,151,16,180,49,purple_metal_cylinder
frame1,162,41,192,72,cyan_rubber_sphere
frame1,227,91,266,129,brown_metal_sphere
frame1,232,52,267,93,red_rubber_cylinder
frame1,153,16,183,50,purple_metal_cylinder
frame2,162,41,193,72,cyan_rubber_sphere
frame2,227,91,266,129,brown_metal_sphere
frame2,232,52,267,93,red_rubber_cylinder
frame2,156,17,186,50,purple_metal_cylinder
frame3,162,41,191,72,cyan_rubber_sphere
frame3,227,91,266,129,brown_metal_sphere
frame3,232,52,267,93,red_rubber_cylinder
frame3,159,18,190,50,purple_metal_cylinder
frame4,162,41,191,72,cyan_rubber_sphere
frame4,227,91,266,129,brown_metal_sphere
frame4,162,20,193,51,purple_metal_cylinder
frame4,232,52,267,93,red_rubber_cylinder
frame5,227,91,266,129,brown_metal_sphere
frame5,233,52,267,93,red_rubber_cylinder
frame5,162,41,191,72,cyan_rubber_sphere
frame5,165,22,196,54,purple_metal_cylinder
frame6,227,91,266,129,brown_metal_sphere
frame6,233,52,267,93,red_rubber_cylinder
frame6,169,23,199,56,purple_metal_cylinder
frame6,163,42,191,72,cyan_rubber_sphere
frame7,227,91,266,129,brown_metal_sphere
frame7,233,52,267,93,red_rubber_cylinder
frame7,162,42,191,72,cyan_rubber_sphere
frame7,171,23,202,58,purple_metal_cylinder
frame8,227,91,266,129,brown_metal_sphere
frame8,233,52,267,93,red_rubber_cylinder
frame8,162,41,192,72,cyan_rubber_sphere
frame8,175,24,205,60,purple_metal_cylinder
frame9,227,91,266,129,brown_metal_sphere
frame9,233,52,267,93,red_rubber_cylinder
frame9,178,25,208,61,purple_metal_cylinder
frame9,162,40,192,72,cyan_rubber_sphere
frame10,227,91,266,129,brown_metal_sphere
frame10,233,52,267,92,red_rubber_cylinder
frame10,181,26,212,64,purple_metal_cylinder
frame10,162,40,193,72,cyan_rubber_sphere
frame11,232,52,267,92,red_rubber_cylinder
frame11,227,91,266,129,brown_metal_sphere
frame11,162,40,193,72,cyan_rubber_sphere
frame11,185,29,216,65,purple_metal_cylinder
frame12,232,52,267,92,red_rubber_cylinder
frame12,227,91,266,129,brown_metal_sphere
frame12,162,40,193,72,cyan_rubber_sphere
frame12,187,29,219,67,purple_metal_cylinder
frame13,190,30,222,68,purple_metal_cylinder
frame13,232,52,267,92,red_rubber_cylinder
frame13,227,91,266,129,brown_metal_sphere
frame13,162,40,193,72,cyan_rubber_sphere
frame14,227,91,266,129,brown_metal_sphere
frame14,232,52,267,92,red_rubber_cylinder
frame14,193,31,226,70,purple_metal_cylinder
frame14,162,40,193,72,cyan_rubber_sphere
frame15,196,33,229,72,purple_metal_cylinder
frame15,227,91,266,129,brown_metal_sphere
frame15,231,51,267,92,red_rubber_cylinder
frame15,162,40,192,72,cyan_rubber_sphere
frame16,199,34,232,73,purple_metal_cylinder
frame16,227,91,266,129,brown_metal_sphere
frame16,162,40,192,72,cyan_rubber_sphere
frame16,231,51,267,93,red_rubber_cylinder
frame17,202,36,234,75,purple_metal_cylinder
frame17,227,91,266,129,brown_metal_sphere
frame17,162,41,192,72,cyan_rubber_sphere
frame17,231,51,268,93,red_rubber_cylinder
frame18,206,37,237,77,purple_metal_cylinder
frame18,227,91,266,129,brown_metal_sphere
frame18,162,41,191,72,cyan_rubber_sphere
frame18,230,51,267,94,red_rubber_cylinder
frame19,227,91,266,129,brown_metal_sphere
frame19,208,38,241,77,purple_metal_cylinder
frame19,162,41,191,72,cyan_rubber_sphere
frame19,230,51,267,94,red_rubber_cylinder
frame20,227,91,266,129,brown_metal_sphere
frame20,211,40,245,78,purple_metal_cylinder
frame20,162,41,192,72,cyan_rubber_sphere
frame20,230,52,267,95,red_rubber_cube
frame21,227,91,266,129,brown_metal_sphere
frame21,162,41,192,72,cyan_rubber_sphere
frame21,214,41,248,80,purple_metal_cylinder
frame21,231,51,267,94,red_rubber_cube
frame22,227,91,266,129,brown_metal_sphere
