frames,x1,y1,x2,y2,class
frame0,336,79,376,119,brown_metal_sphere
frame1,336,79,376,119,brown_metal_sphere
frame2,336,79,376,119,brown_metal_sphere
frame3,336,79,376,119,brown_metal_sphere
frame4,336,79,376,118,brown_metal_sphere
frame5,336,79,376,118,brown_metal_sphere
frame6,336,79,376,118,brown_metal_sphere
frame7,336,78,376,118,brown_metal_sphere
frame8,336,78,376,118,brown_metal_sphere
frame9,336,78,376,118,brown_metal_sphere
frame10,336,78,376,118,brown_metal_sphere
frame11,336,78,376,118,brown_metal_sphere
frame12,336,78,376,118,brown_metal_sphere
frame13,336,78,376,118,brown_metal_sphere
frame14,336,78,376,118,brown_metal_sphere
frame15,336,78,376,118,brown_metal_sphere
frame16,336,78,376,118,brown_metal_sphere
frame17,336,78,377,119,brown_metal_sphere
frame18,336,78,377,120,brown_metal_sphere
frame19,336,78,377,120,brown_metal_sphere
frame19,464,117,480,181,cyan_rubber_cylinder
frame20,336,78,376,119,brown_metal_sphere
frame20,454,116,480,179,cyan_rubber_cube
frame21,336,78,376,119,brown_metal_sphere
frame21,447,114,479,175,cyan_rubber_cube
frame22,336,78,376,119,brown_metal_sphere
frame22,441,112,480,173,cyan_rubber_cylinder
frame23,336,78,376,119,brown_metal_sphere
frame23,435,110,479,169,cyan_rubber_cylinder
frame24,336,78,376,119,brown_metal_sphere
frame24,429,108,478,167,cyan_rubber_cylinder
frame25,336,78,376,119,brown_metal_sphere
frame25,422,107,473,164,cyan_rubber_cylinder
frame26,336,78,376,119,brown_metal_sphere
frame26,417,105,466,161,cyan_rubber_cylinder
frame27,336,79,376,119,brown_metal_sphere
frame27,411,102,459,158,cyan_rubber_cylinder
frame28,336,79,376,119,brown_metal_sphere
frame28,405,101,453,156,cyan_rubber_cylinder
frame29,336,79,376,119,brown_metal_sphere
frame29,400,100,447,153,cyan_rubber_cylinder
frame30,336,79,376,119,brown_metal_sphere
frame30,395,97,440,151,cyan_rubber_cylinder
frame31,336,79,376,119,brown_metal_sphere
frame31,389,96,434,149,cyan_rubber_cylinder
frame32,385,94,429,146,cyan_rubber_cylinder
frame32,337,78,376,119,brown_metal_sphere
frame33,337,78,376,119,brown_metal_sphere
frame33,378,91,423,144,cyan_rubber_cylinder
frame34,337,78,375,119,brown_metal_sphere
frame34,374,90,417,142,cyan_rubber_cylinder
frame35,337,78,374,119,brown_metal_sphere
frame35,368,88,412,139,cyan_rubber_cylinder
frame36,363,87,406,138,cyan_rubber_cylinder
frame36,337,78,372,119,brown_metal_sphere
frame37,335,78,370,117,brown_metal_sphere
frame37,359,85,402,137,cyan_rubber_cylinder
frame38,333,77,368,115,brown_metal_sphere
frame38,357,85,399,136,cyan_rubber_cylinder
frame39,354,84,397,136,cyan_rubber_cylinder
frame39,332,77,367,114,brown_metal_sphere
frame40,330,76,365,114,brown_metal_sphere
frame40,352,84,394,135,cyan_rubber_cylinder
frame41,329,75,363,113,brown_metal_sphere
